datetime,from_stop,to_stop,riders,total_km,order_type,station_from,station_to
2023-02-11,The Arc Cyberjaya (Bus Stop)(11855),Lim Kok Weng University (Barat) Bus Stop(11831),1,5.11,on-demand,11855,11831
2023-02-20,The Arc Cyberjaya (Bus Stop)(11855),Putrajaya Central (Cyberjaya)(11798),1,8.07,on-demand,11855,11798
2023-02-14,D'Pulze Cyberjaya Bus Stop(11806),Cristal Serin Residence (Main Entrance)(11840),2,2.12,on-demand,11806,11840
2023-02-24,Prima Avenue 1 Bus Stop(11818),Wisma Shell Bus Stop(12192),1,1.12,on-demand,11818,12192
2023-02-22,The Arc Cyberjaya (Bus Stop)(11855),UNIKOP(12216),2,3.55,on-demand,11855,12216
2023-02-20,The Arc Cyberjaya (Bus Stop)(11855),Putrajaya Central (Cyberjaya)(11798),3,8.07,on-demand,11855,11798
2023-02-09,Cyberia Smart Homes Guard House Gate A(11857),Futurise Center(11757),1,4.22,advanced booking,11857,11757
2023-02-06,The Arc Cyberjaya (Bus Stop)(11855),Putrajaya Central (Cyberjaya)(11798),1,8.07,on-demand,11855,11798
2023-02-06,The Arc Cyberjaya (Bus Stop)(11855),Putrajaya Central (Cyberjaya)(11798),1,8.07,advanced booking,11855,11798
2023-02-10,Putrajaya Central (Cyberjaya)(11798),Wisma Shell Bus Stop(12192),1,4.79,on-demand,11798,12192
2023-02-08,Star Grocer Cybersquare(11824),The Arc Cyberjaya (Bus Stop)(11855),2,2.87,on-demand,11824,11855
2023-02-13,Masjid Fisabillah Bus Stop(11812),Gem In Mall(11800),1,3.91,on-demand,11812,11800
2023-02-26,Mutiara Ville Residence-Persiaran Sepang(11853),D'Pulze Cyberjaya Bus Stop(11806),1,2.37,on-demand,11853,11806
2023-02-24,Gem In Mall(11800),D'Pulze Cyberjaya Bus Stop(11806),1,1.99,on-demand,11800,11806
2023-02-20,Park & Ride Putrajaya Sentral (Cyberjaya(12224),"Surau Al-Hidayah (Bus Stop), MMU(11828)",1,6.64,on-demand,12224,11828
2023-02-25,Gem In Mall(11800),Putrajaya Central (Cyberjaya)(11798),2,7.97,on-demand,11800,11798
2023-02-23,Kenwingston Square Garden (Main Lobby)(11804),HSBC Group Service Centre (Bus Stop)(11833),1,3.26,on-demand,11804,11833
2023-02-18,Gem In Mall(11800),Shaftsbusry Square Bus Stop(11808),1,4.03,on-demand,11800,11808
2023-02-26,The Arc Cyberjaya (Bus Stop)(11855),Star Grocer Cybersquare(11824),3,3.03,on-demand,11855,11824
2023-02-23,UNIKOP(12216),The Arc Cyberjaya (Bus Stop)(11855),1,3.2,on-demand,12216,11855
2023-02-08,University of Cyberjaya (UoC)(11829),The Arc Cyberjaya (Bus Stop)(11855),1,1.49,on-demand,11829,11855
2023-02-23,Tamarind Square Bus Stop(11807),Domain 1(11869),1,2.69,on-demand,11807,11869
2023-02-07,Cottage Walk Bus Stop(11822),Cyberia Smart Homes Guard House Gate A(11857),1,2.88,on-demand,11822,11857
2023-02-02,Putrajaya Central (Cyberjaya)(11798),Wisma Shell Bus Stop(12192),1,4.79,on-demand,11798,12192
2023-02-02,D'Pulze Cyberjaya Bus Stop(11806),Tamarind Square Bus Stop(11807),4,2.03,on-demand,11806,11807
2023-02-27,McDonald's - Cyber 5 Bus Stop(12191),Tamarind Square Bus Stop(11807),1,2.27,on-demand,12191,11807
2023-02-10,D'Pulze Cyberjaya Bus Stop(11806),The Arc Cyberjaya (Bus Stop)(11855),2,2.31,on-demand,11806,11855
2023-02-16,The Arc Cyberjaya (Bus Stop)(11855),Kenwingston Square Garden (Main Lobby)(11804),1,2.06,on-demand,11855,11804
2023-02-17,University of Cyberjaya (UoC)(11829),Cyberview Sdn Bhd(11756),1,5.29,on-demand,11829,11756
2023-02-09,Putrajaya Central (Cyberjaya)(11798),The Arc Cyberjaya (Bus Stop)(11855),1,7.28,advanced booking,11798,11855
2023-02-20,Cyberia Smart Homes Guard House Gate A(11857),UNIKOP(12216),1,2.94,on-demand,11857,12216
2023-02-16,D'Pulze Cyberjaya Bus Stop(11806),Gem In Mall(11800),1,0.0,on-demand,11806,11800
2023-02-25,Putrajaya Central (Cyberjaya)(11798),Gem In Mall(11800),2,7.88,on-demand,11798,11800
2023-02-06,Tamarind Square Bus Stop(11807),The Arc Cyberjaya (Bus Stop)(11855),2,0.64,on-demand,11807,11855
2023-02-01,D'Pulze Cyberjaya Bus Stop(11806),Serin Residency (Main Entrance)(11839),1,1.85,on-demand,11806,11839
2023-02-10,D'Pulze Cyberjaya Bus Stop(11806),The Arc Cyberjaya (Bus Stop)(11855),2,2.31,on-demand,11806,11855
2023-02-07,Gem In Mall(11800),Putrajaya Central (Cyberjaya)(11798),1,7.97,on-demand,11800,11798
2023-02-16,Gem In Mall(11800),UNIKOP(12216),2,3.35,on-demand,11800,12216
2023-02-01,Putrajaya Central (Cyberjaya)(11798),Star Central(11803),1,5.05,on-demand,11798,11803
2023-02-03,D'Pulze Cyberjaya Bus Stop(11806),Gem In Mall(11800),1,2.64,on-demand,11806,11800
2023-02-15,Star Grocer Cybersquare(11824),Putrajaya Central (Cyberjaya)(11798),1,5.74,advanced booking,11824,11798
2023-02-21,Shaftsbusry Square Bus Stop(11808),Tamarind Square Bus Stop(11807),1,3.05,on-demand,11808,11807
2023-02-13,UNIKOP(12216),Gem In Mall(11800),1,3.78,on-demand,12216,11800
2023-02-11,Cyberia Gate 2(11858),D'Pulze Cyberjaya Bus Stop(11806),1,2.0,on-demand,11858,11806
2023-02-06,Gem In Mall(11800),HSBC Group Service Centre (Bus Stop)(11833),1,2.28,on-demand,11800,11833
2023-02-10,University of Cyberjaya (UoC)(11829),Mutiara Ville Residence-Persiaran Sepang(11853),1,2.19,on-demand,11829,11853
2023-02-23,"SP 52 UNIMY Bus Stop, Persiaran Apec(11883)",Kanvas SOHO (Bus Stop)(11825),1,0.45,on-demand,11883,11825
2023-02-22,Tamarind Square Bus Stop(11807),Star Central(11803),1,3.03,on-demand,11807,11803
2023-02-07,Kenwingston Square Garden (Main Lobby)(11804),Tamarind Square Bus Stop(11807),1,1.46,on-demand,11804,11807
2023-02-15,The Arc Cyberjaya (Bus Stop)(11855),D'Pulze Cyberjaya Bus Stop(11806),1,2.1,advanced booking,11855,11806
2023-02-11,D'Pulze Cyberjaya Bus Stop(11806),Tamarind Square Bus Stop(11807),1,2.03,on-demand,11806,11807
2023-02-23,Lim Kok Weng University (Barat) Bus Stop(11831),D'Pulze Cyberjaya Bus Stop(11806),1,4.1,on-demand,11831,11806
2023-02-27,Lim Kok Weng University (Barat) Bus Stop(11831),Tamarind Square Bus Stop(11807),5,5.2,on-demand,11831,11807
2023-02-02,Gem In Mall(11800),Putrajaya Central (Cyberjaya)(11798),1,7.97,advanced booking,11800,11798
2023-02-16,Wisma Shell Bus Stop(12192),Mutiara Ville Residence-Persiaran Sepang(11853),1,4.14,on-demand,12192,11853
2023-02-12,Gem In Mall(11800),The Arc Cyberjaya (Bus Stop)(11855),1,0.77,on-demand,11800,11855
2023-02-03,Futurise Center(11757),Putrajaya Central (Cyberjaya)(11798),1,5.7,advanced booking,11757,11798
2023-02-07,D'Pulze Cyberjaya Bus Stop(11806),Cyberia Smart Homes Guard House Gate A(11857),1,1.79,advanced booking,11806,11857
2023-02-17,UNIKOP(12216),Putrajaya Central (Cyberjaya)(11798),1,6.91,on-demand,12216,11798
2023-02-23,D'Pulze Cyberjaya Bus Stop(11806),Gem In Mall(11800),2,2.64,on-demand,11806,11800
2023-02-03,Putrajaya Central (Cyberjaya)(11798),University of Cyberjaya (UoC)(11829),1,7.68,on-demand,11798,11829
2023-02-21,Gem In Mall(11800),Shaftsbusry Square Bus Stop(11808),1,4.03,on-demand,11800,11808
2023-02-18,Putrajaya Central (Cyberjaya)(11798),Tamarind Square Bus Stop(11807),2,7.28,on-demand,11798,11807
2023-02-02,University of Cyberjaya (UoC)(11829),Mutiara Ville Residence-Persiaran Sepang(11853),1,2.19,on-demand,11829,11853
2023-02-21,Shaftsbusry Square Bus Stop(11808),Putrajaya Central (Cyberjaya)(11798),1,6.33,on-demand,11808,11798
2023-02-21,The Arc Cyberjaya (Bus Stop)(11855),Lim Kok Weng University (Barat) Bus Stop(11831),1,5.11,on-demand,11855,11831
2023-02-18,Lim Kok Weng University (Barat) Bus Stop(11831),Cristal Serin Residence (Main Entrance)(11840),1,5.28,on-demand,11831,11840
2023-02-21,The Arc Cyberjaya (Bus Stop)(11855),UNIKOP(12216),1,3.55,on-demand,11855,12216
2023-02-06,The Arc Cyberjaya (Bus Stop)(11855),D'Pulze Cyberjaya Bus Stop(11806),1,2.1,on-demand,11855,11806
2023-02-17,The Arc Cyberjaya (Bus Stop)(11855),Tamarind Square Bus Stop(11807),1,0.7,on-demand,11855,11807
2023-02-13,UNIKOP(12216),The Arc Cyberjaya (Bus Stop)(11855),1,3.2,on-demand,12216,11855
2023-02-04,Cyberia Gate 2(11858),D'Pulze Cyberjaya Bus Stop(11806),1,2.0,on-demand,11858,11806
2023-02-04,Putrajaya Central (Cyberjaya)(11798),LakeFront Residence (Entrance)(11850),1,7.15,on-demand,11798,11850
2023-02-27,The Arc Cyberjaya (Bus Stop)(11855),University of Cyberjaya (UoC)(11829),2,0.6,on-demand,11855,11829
2023-02-21,The Arc Cyberjaya (Bus Stop)(11855),UNIKOP(12216),1,3.55,on-demand,11855,12216
2023-02-23,University of Cyberjaya (UoC)(11829),Mutiara Ville Residence-Persiaran Sepang(11853),1,2.19,on-demand,11829,11853
2023-02-11,D'Pulze Cyberjaya Bus Stop(11806),The Arc Cyberjaya (Bus Stop)(11855),2,2.31,on-demand,11806,11855
2023-02-11,Star Grocer Cybersquare(11824),The Arc Cyberjaya (Bus Stop)(11855),1,2.87,on-demand,11824,11855
2023-02-03,Star Grocer Cybersquare(11824),Park & Ride Putrajaya Sentral (Cyberjaya(12224),1,5.8,on-demand,11824,12224
2023-02-02,Mutiara Ville Residence-Persiaran Sepang(11853),McDonald's - Cyber 5 Bus Stop(12191),1,2.98,on-demand,11853,12191
2023-02-08,Garden Plaza(11863),UNIKOP(12216),1,3.08,on-demand,11863,12216
2023-02-16,Mutiara Ville Residence-Persiaran Sepang(11853),McDonald's - Cyber 5 Bus Stop(12191),2,2.98,on-demand,11853,12191
2023-02-19,Garden Plaza(11863),D'Pulze Cyberjaya Bus Stop(11806),1,4.97,on-demand,11863,11806
2023-02-27,The Arc Cyberjaya (Bus Stop)(11855),Putrajaya Central (Cyberjaya)(11798),2,8.07,advanced booking,11855,11798
2023-02-10,Garden Plaza(11863),Wisma Shell Bus Stop(12192),1,3.76,on-demand,11863,12192
2023-02-04,"Surau Al-Hidayah (Bus Stop), MMU(11828)",Putrajaya Central (Cyberjaya)(11798),1,6.97,on-demand,11828,11798
2023-02-01,D'Pulze Cyberjaya Bus Stop(11806),Garden Plaza(11863),1,5.4,on-demand,11806,11863
2023-02-01,University of Cyberjaya (UoC)(11829),Mutiara Ville Residence-Persiaran Sepang(11853),2,2.19,on-demand,11829,11853
2023-02-08,Shaftsbusry Square Bus Stop(11808),Sports Arena Cyberjaya(11814),1,0.55,on-demand,11808,11814
2023-02-08,SP 44 Perdana Lakeview East (Bus Stop)(11876),Kanvas SOHO (Bus Stop)(11825),1,0.0,on-demand,11876,11825
2023-02-21,Cyberia Smart Homes Guard House Gate A(11857),D'Pulze Cyberjaya Bus Stop(11806),1,1.48,on-demand,11857,11806
2023-02-02,The Arc Cyberjaya (Bus Stop)(11855),HSBC Group Service Centre (Bus Stop)(11833),1,2.38,on-demand,11855,11833
2023-02-07,Mutiara Ville Residence-Persiaran Sepang(11853),Domain 1(11869),1,3.19,on-demand,11853,11869
2023-02-03,Putrajaya Central (Cyberjaya)(11798),The Arc Cyberjaya (Bus Stop)(11855),1,7.28,advanced booking,11798,11855
2023-02-27,"Surau Al-Hidayah (Bus Stop), MMU(11828)",Shaftsbusry Square Bus Stop(11808),1,3.03,on-demand,11828,11808
2023-02-07,D'Pulze Cyberjaya Bus Stop(11806),Verdi Eco-dominiums(11846),1,2.94,advanced booking,11806,11846
2023-02-26,Shaftsbusry Square Bus Stop(11808),Tamarind Square Bus Stop(11807),1,3.05,on-demand,11808,11807
2023-02-14,Tamarind Square Bus Stop(11807),McDonald's - Cyber 5 Bus Stop(12191),2,2.47,on-demand,11807,12191
2023-02-10,D'Pulze Cyberjaya Bus Stop(11806),Cyberia Gate 2(11858),1,2.41,on-demand,11806,11858
2023-02-13,Gem In Mall(11800),"Surau Al-Hidayah (Bus Stop), MMU(11828)",1,1.0,on-demand,11800,11828
2023-02-13,The Arc Cyberjaya (Bus Stop)(11855),Prima Avenue 1 Bus Stop(11818),1,3.22,on-demand,11855,11818
2023-02-11,Cyberia Smart Homes Guard House Gate A(11857),Star Grocer Cybersquare(11824),2,2.41,on-demand,11857,11824
2023-02-13,UNIKOP(12216),D'Pulze Cyberjaya Bus Stop(11806),1,2.06,on-demand,12216,11806
2023-02-28,Shaftsbusry Square Bus Stop(11808),Cyberia Gate 2(11858),2,3.44,on-demand,11808,11858
2023-02-19,Putrajaya Central (Cyberjaya)(11798),D'Pulze Cyberjaya Bus Stop(11806),3,6.18,on-demand,11798,11806
2023-02-01,Gem In Mall(11800),University of Cyberjaya (UoC)(11829),1,1.36,on-demand,11800,11829
2023-02-16,University of Cyberjaya (UoC)(11829),Mutiara Ville Residence-Persiaran Sepang(11853),1,2.19,on-demand,11829,11853
2023-02-03,Shaftsbusry Square Bus Stop(11808),Tamarind Square Bus Stop(11807),1,3.05,on-demand,11808,11807
2023-02-02,Futurise Center(11757),Putrajaya Central (Cyberjaya)(11798),1,5.7,advanced booking,11757,11798
2023-02-22,Lim Kok Weng University (Barat) Bus Stop(11831),Putrajaya Central (Cyberjaya)(11798),1,7.42,on-demand,11831,11798
2023-02-06,"MMU Bus Stop, Persiaran Multimedia(11827)",Shaftsbusry Square Bus Stop(11808),1,3.21,on-demand,11827,11808
2023-02-17,Prima Avenue 1 Bus Stop(11818),Serin Residency (Main Entrance)(11839),1,2.48,advanced booking,11818,11839
2023-02-16,Cyberia Gate 2(11858),D'Pulze Cyberjaya Bus Stop(11806),3,2.0,on-demand,11858,11806
2023-02-09,The Arc Cyberjaya (Bus Stop)(11855),McDonald's - Cyber 5 Bus Stop(12191),1,2.71,advanced booking,11855,12191
2023-02-20,The Arc Cyberjaya (Bus Stop)(11855),UNIKOP(12216),2,3.55,on-demand,11855,12216
2023-02-09,UNIKOP(12216),Cyberia Gate 2(11858),1,3.04,on-demand,12216,11858
2023-02-08,Cyberjaya Smart School Complex(Bus Stop)(11870),D'Pulze Cyberjaya Bus Stop(11806),1,1.34,on-demand,11870,11806
2023-02-28,McDonald's - Cyber 5 Bus Stop(12191),D'Pulze Cyberjaya Bus Stop(11806),1,1.18,on-demand,12191,11806
2023-02-26,Putrajaya Central (Cyberjaya)(11798),Gem In Mall(11800),1,7.88,on-demand,11798,11800
2023-02-13,"Glomac Bus Stop,Persiaran Teknokrat 3 (11821)",Gem In Mall(11800),2,3.09,on-demand,11821,11800
2023-02-11,"Surau Al-Hidayah (Bus Stop), MMU(11828)",Putrajaya Central (Cyberjaya)(11798),2,6.97,on-demand,11828,11798
2023-02-14,Lim Kok Weng University (Barat) Bus Stop(11831),The Arc Cyberjaya (Bus Stop)(11855),3,5.21,on-demand,11831,11855
2023-02-10,Garden Plaza(11863),Wisma Shell Bus Stop(12192),1,3.76,on-demand,11863,12192
2023-02-07,University of Cyberjaya (UoC)(11829),Gem In Mall(11800),3,2.54,on-demand,11829,11800
2023-02-20,Mutiara Ville Residence-Persiaran Sepang(11853),Putrajaya Central (Cyberjaya)(11798),1,8.34,on-demand,11853,11798
2023-02-05,The Arc Cyberjaya (Bus Stop)(11855),D'Pulze Cyberjaya Bus Stop(11806),1,2.1,on-demand,11855,11806
2023-02-28,D'Pulze Cyberjaya Bus Stop(11806),Tamarind Square Bus Stop(11807),2,2.03,on-demand,11806,11807
2023-02-11,The Arc Cyberjaya (Bus Stop)(11855),Cyberia Crescent 1 Condo (Main Entrance)(11841),1,1.67,on-demand,11855,11841
2023-02-22,Shaftsbusry Square Bus Stop(11808),Cyberia Gate 2(11858),1,3.44,advanced booking,11808,11858
2023-02-06,University of Cyberjaya (UoC)(11829),Gem In Mall(11800),1,2.54,on-demand,11829,11800
2023-02-13,Putrajaya Central (Cyberjaya)(11798),Wisma Shell Bus Stop(12192),1,4.79,on-demand,11798,12192
2023-02-11,Gem In Mall(11800),University of Cyberjaya (UoC)(11829),2,1.36,on-demand,11800,11829
2023-02-26,Garden Plaza(11863),Lim Kok Weng University (Timur) Bus Stop(11830),1,1.62,on-demand,11863,11830
2023-02-21,Star Central(11803),Garden Plaza(11863),1,5.72,on-demand,11803,11863
2023-02-06,Mutiara Ville Residence-Persiaran Sepang(11853),D'Pulze Cyberjaya Bus Stop(11806),1,2.37,on-demand,11853,11806
2023-02-10,The Arc Cyberjaya (Bus Stop)(11855),McDonald's - Cyber 5 Bus Stop(12191),1,2.71,advanced booking,11855,12191
2023-02-22,Tamarind Square Bus Stop(11807),Putrajaya Central (Cyberjaya)(11798),1,7.84,on-demand,11807,11798
2023-02-06,D'Pulze Cyberjaya Bus Stop(11806),The Arc Cyberjaya (Bus Stop)(11855),1,2.31,advanced booking,11806,11855
2023-02-10,Malakat Mall (11810),Cyberjaya Smart School Complex(Bus Stop)(11870),1,1.33,on-demand,11810,11870
2023-02-24,University of Cyberjaya (UoC)(11829),The Arc Cyberjaya (Bus Stop)(11855),1,1.49,on-demand,11829,11855
2023-02-17,UNIKOP(12216),Cyberia Gate 2(11858),1,3.04,on-demand,12216,11858
2023-02-09,Shaftsbusry Square Bus Stop(11808),Tamarind Square Bus Stop(11807),1,3.05,on-demand,11808,11807
2023-02-03,Ceria Residence Cyberjaya (Entrance)(11848),Masjid Fisabillah Bus Stop(11812),1,3.14,on-demand,11848,11812
2023-02-17,The Arc Cyberjaya (Bus Stop)(11855),D'Pulze Cyberjaya Bus Stop(11806),1,2.1,on-demand,11855,11806
2023-02-28,Putrajaya Central (Cyberjaya)(11798),Shaftsbusry Square Bus Stop(11808),2,6.26,on-demand,11798,11808
2023-02-28,"CUCMS Bus Stop, Persiaran Teknokrat 3(11879)",UNIKOP(12216),2,1.26,on-demand,11879,12216
2023-02-09,Selangorku PR1MA Lakefront Homes(11805),Star Grocer Cybersquare(11824),1,0.0,on-demand,11805,11824
2023-02-20,Malakat Mall (11810),Putrajaya Central (Cyberjaya)(11798),1,6.55,on-demand,11810,11798
2023-02-09,D'Pulze Cyberjaya Bus Stop(11806),Gem In Mall(11800),1,2.64,on-demand,11806,11800
2023-02-24,The Arc Cyberjaya (Bus Stop)(11855),Putrajaya Central (Cyberjaya)(11798),1,8.07,on-demand,11855,11798
2023-02-04,Bank Islam Cyberjaya (CBD Perdana 2)(11820),The Arc Cyberjaya (Bus Stop)(11855),1,3.02,advanced booking,11820,11855
2023-02-17,Shaftsbusry Square Bus Stop(11808),Garden Plaza(11863),1,4.67,on-demand,11808,11863
2023-02-06,The Arc Cyberjaya (Bus Stop)(11855),Putrajaya Central (Cyberjaya)(11798),2,8.07,on-demand,11855,11798
2023-02-16,D'Pulze Cyberjaya Bus Stop(11806),The Arc Cyberjaya (Bus Stop)(11855),1,2.31,on-demand,11806,11855
2023-02-04,"MMU Bus Stop, Persiaran Multimedia(11827)",Putrajaya Central (Cyberjaya)(11798),1,7.15,on-demand,11827,11798
2023-02-27,McDonald's - Cyber 5 Bus Stop(12191),Gem In Mall(11800),1,2.88,on-demand,12191,11800
2023-02-17,Masjid Fisabillah Bus Stop(11812),Mutiara Ville Residence-Persiaran Sepang(11853),2,4.01,on-demand,11812,11853
2023-02-11,The Arc Cyberjaya (Bus Stop)(11855),Tamarind Square Bus Stop(11807),1,0.7,on-demand,11855,11807
2023-02-26,The Arc Cyberjaya (Bus Stop)(11855),McDonald's - Cyber 5 Bus Stop(12191),1,2.71,on-demand,11855,12191
2023-02-09,D'Pulze Cyberjaya Bus Stop(11806),The Arc Cyberjaya (Bus Stop)(11855),1,2.31,on-demand,11806,11855
2023-02-09,Shaftsbusry Square Bus Stop(11808),Lim Kok Weng University (Barat) Bus Stop(11831),1,3.5,on-demand,11808,11831
2023-02-16,Mutiara Ville Residence-Persiaran Sepang(11853),Putrajaya Central (Cyberjaya)(11798),1,8.34,on-demand,11853,11798
2023-02-05,Shaftsbusry Square Bus Stop(11808),Cyberia Crescent 1 Condo (Main Entrance)(11841),1,4.0,on-demand,11808,11841
2023-02-01,Park & Ride Putrajaya Sentral (Cyberjaya(12224),Wisma Shell Bus Stop(12192),1,4.66,advanced booking,12224,12192
2023-02-25,Kanvas SOHO (Bus Stop)(11825),Shaftsbusry Square Bus Stop(11808),1,2.09,on-demand,11825,11808
2023-02-06,Mutiara Ville Residence-Persiaran Sepang(11853),D'Pulze Cyberjaya Bus Stop(11806),1,2.37,on-demand,11853,11806
2023-02-08,Cyberia Gate 2(11858),Sports Arena Cyberjaya(11814),1,3.72,on-demand,11858,11814
2023-02-10,Bio-X Centre(12306),Putrajaya Central (Cyberjaya)(11798),1,5.72,advanced booking,12306,11798
2023-02-21,D'Pulze Cyberjaya Bus Stop(11806),Shaftsbusry Square Bus Stop(11808),2,2.65,on-demand,11806,11808
2023-02-09,"CUCMS Bus Stop, Persiaran Teknokrat 3(11879)",University of Cyberjaya (UoC)(11829),1,3.83,on-demand,11879,11829
2023-02-16,UNIKOP(12216),Shaftsbusry Square Bus Stop(11808),2,2.36,on-demand,12216,11808
2023-02-07,Shaftsbusry Square Bus Stop(11808),Lim Kok Weng University (Barat) Bus Stop(11831),1,3.5,on-demand,11808,11831
2023-02-17,Cyberia Gate 2(11858),UNIKOP(12216),3,3.45,advanced booking,11858,12216
2023-02-09,Shaftsbusry Square Bus Stop(11808),Putrajaya Central (Cyberjaya)(11798),2,6.33,on-demand,11808,11798
2023-02-19,Garden Plaza(11863),Taman Tasik Cyberjaya Roundabout Entranc(11815),4,5.34,advanced booking,11863,11815
2023-02-22,Gem In Mall(11800),Putrajaya Central (Cyberjaya)(11798),2,7.97,on-demand,11800,11798
2023-02-05,Kanvas SOHO (Bus Stop)(11825),Cyberjaya Smart School Complex(Bus Stop)(11870),1,1.96,on-demand,11825,11870
2023-02-22,Wisma Shell Bus Stop(12192),Putrajaya Central (Cyberjaya)(11798),1,7.1,on-demand,12192,11798
2023-02-14,D'Pulze Cyberjaya Bus Stop(11806),Gem In Mall(11800),1,2.64,on-demand,11806,11800
2023-02-05,CBD Perdana 1 (Saba Restaurant)(11819),Cyberia Smart Homes Guard House Gate A(11857),2,2.18,on-demand,11819,11857
2023-02-17,Cyberia Gate 2(11858),Putrajaya Central (Cyberjaya)(11798),1,7.97,on-demand,11858,11798
2023-02-09,Cyberia Crescent 1 Condo (Main Entrance)(11841),Sports Arena Cyberjaya(11814),1,4.48,on-demand,11841,11814
2023-02-12,Mutiara Ville Residence-Persiaran Sepang(11853),Putrajaya Central (Cyberjaya)(11798),1,8.34,on-demand,11853,11798
2023-02-24,Cyberia Gate 2(11858),Shaftsbusry Square Bus Stop(11808),2,4.03,on-demand,11858,11808
2023-02-24,Cyber Heights Villa(11871),Lim Kok Weng University (Barat) Bus Stop(11831),1,5.34,on-demand,11871,11831
2023-02-16,The Arc Cyberjaya (Bus Stop)(11855),Shaftsbusry Square Bus Stop(11808),3,4.13,on-demand,11855,11808
2023-02-12,The Arc Cyberjaya (Bus Stop)(11855),D'Pulze Cyberjaya Bus Stop(11806),1,2.1,on-demand,11855,11806
2023-02-14,D'Pulze Cyberjaya Bus Stop(11806),Gem In Mall(11800),1,2.64,on-demand,11806,11800
2023-02-02,Tamarind Square Bus Stop(11807),LakeFront Residence (Entrance)(11850),1,2.14,on-demand,11807,11850
2023-02-14,Gem In Mall(11800),Putrajaya Central (Cyberjaya)(11798),1,7.97,on-demand,11800,11798
2023-02-17,Mutiara Ville Residence-Persiaran Sepang(11853),Shaftsbusry Square Bus Stop(11808),1,4.4,on-demand,11853,11808
2023-02-19,LakeFront Residence (Entrance)(11850),Tamarind Square Bus Stop(11807),1,2.54,on-demand,11850,11807
2023-02-15,Gem In Mall(11800),D'Pulze Cyberjaya Bus Stop(11806),1,1.99,on-demand,11800,11806
2023-02-06,Garden Plaza(11863),Domain 1(11869),1,5.49,on-demand,11863,11869
2023-02-28,Ceria Residence Cyberjaya (Entrance)(11848),Putrajaya Central (Cyberjaya)(11798),1,8.44,on-demand,11848,11798
2023-02-27,Cyberia Smart Homes Guard House Gate A(11857),Futurise Center(11757),1,4.22,advanced booking,11857,11757
2023-02-04,D'Pulze Cyberjaya Bus Stop(11806),Mutiara Ville Residence-Persiaran Sepang(11853),1,2.74,on-demand,11806,11853
2023-02-09,University of Cyberjaya (UoC)(11829),D'Pulze Cyberjaya Bus Stop(11806),2,2.72,on-demand,11829,11806
2023-02-07,Putrajaya Central (Cyberjaya)(11798),Tamarind Square Bus Stop(11807),1,7.28,on-demand,11798,11807
2023-02-09,Gem In Mall(11800),D'Pulze Cyberjaya Bus Stop(11806),2,1.99,on-demand,11800,11806
