month,origin,destination,origin_label,destination_label,origin_line_code,destination_line_code,origin_line,destination_line,flow_type,ridership,origin_rank,destination_rank,ridership_k
2026-02,KJ03: Wangsa Maju,KJ17: Abdullah Hukum,Wangsa Maju,Abdullah Hukum,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,11230,14,6,11.23
2026-02,KJ03: Wangsa Maju,MR06: Bukit Bintang,Wangsa Maju,Bukit Bintang,KJ,MR,Kelana Jaya,Monorail,Inter-line,25,14,9,0.025
2026-02,KJ09: Ampang Park,AG07: Masjid Jamek,Ampang Park,Masjid Jamek,KJ,AG,Kelana Jaya,Ampang,Inter-line,4790,7,10,4.79
2026-02,KJ09: Ampang Park,KG09: Bandar Utama,Ampang Park,Bandar Utama,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,555,7,13,0.555
2026-02,KJ09: Ampang Park,KG15: Muzium Negara,Ampang Park,Muzium Negara,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,106,7,11,0.106
2026-02,KJ09: Ampang Park,KG18: Bukit Bintang,Ampang Park,Bukit Bintang,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,657,7,1,0.657
2026-02,KJ09: Ampang Park,KG20: Tun Razak Exchange,Ampang Park,Tun Razak Exchange,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,153,7,4,0.153
2026-02,KJ09: Ampang Park,KG21: Cochrane,Ampang Park,Cochrane,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,122,7,12,0.122
2026-02,KJ09: Ampang Park,KG22: Maluri,Ampang Park,Maluri,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,184,7,5,0.184
2026-02,KJ09: Ampang Park,KJ03: Wangsa Maju,Ampang Park,Wangsa Maju,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,47110,7,14,47.11
2026-02,KJ09: Ampang Park,KJ10: KLCC,Ampang Park,KLCC,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,51423,7,2,51.423
2026-02,KJ09: Ampang Park,KJ14: Pasar Seni,Ampang Park,Pasar Seni,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,6931,7,8,6.931
2026-02,KJ09: Ampang Park,KJ15: KL Sentral,Ampang Park,KL Sentral,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,15849,7,3,15.849
2026-02,KJ09: Ampang Park,KJ16: Bank Rakyat Bangsar,Ampang Park,Bank Rakyat Bangsar,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,7099,7,15,7.099
2026-02,KJ09: Ampang Park,KJ17: Abdullah Hukum,Ampang Park,Abdullah Hukum,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,14160,7,6,14.16
2026-02,KJ09: Ampang Park,MR06: Bukit Bintang,Ampang Park,Bukit Bintang,KJ,MR,Kelana Jaya,Monorail,Inter-line,18,7,9,0.018
2026-02,KJ10: KLCC,AG07: Masjid Jamek,KLCC,Masjid Jamek,KJ,AG,Kelana Jaya,Ampang,Inter-line,18172,2,10,18.172
2026-02,KJ10: KLCC,KG09: Bandar Utama,KLCC,Bandar Utama,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,3562,2,13,3.562
2026-02,KJ10: KLCC,KG15: Muzium Negara,KLCC,Muzium Negara,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,529,2,11,0.529
2026-02,KJ10: KLCC,KG18: Bukit Bintang,KLCC,Bukit Bintang,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,8501,2,1,8.501
2026-02,KJ10: KLCC,KG20: Tun Razak Exchange,KLCC,Tun Razak Exchange,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,2228,2,4,2.228
2026-02,KJ10: KLCC,KG21: Cochrane,KLCC,Cochrane,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,2498,2,12,2.498
2026-02,KJ10: KLCC,KG22: Maluri,KLCC,Maluri,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,3433,2,5,3.433
2026-02,KJ10: KLCC,KJ03: Wangsa Maju,KLCC,Wangsa Maju,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,30448,2,14,30.448
2026-02,KJ10: KLCC,KJ09: Ampang Park,KLCC,Ampang Park,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,61275,2,7,61.275
2026-02,KJ10: KLCC,KJ14: Pasar Seni,KLCC,Pasar Seni,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,29610,2,8,29.61
2026-02,KJ10: KLCC,KJ15: KL Sentral,KLCC,KL Sentral,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,46242,2,3,46.242
2026-02,KJ10: KLCC,KJ16: Bank Rakyat Bangsar,KLCC,Bank Rakyat Bangsar,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,9208,2,15,9.208
2026-02,KJ10: KLCC,KJ17: Abdullah Hukum,KLCC,Abdullah Hukum,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,10194,2,6,10.194
2026-02,KJ10: KLCC,MR06: Bukit Bintang,KLCC,Bukit Bintang,KJ,MR,Kelana Jaya,Monorail,Inter-line,376,2,9,0.376
2026-02,KJ14: Pasar Seni,AG07: Masjid Jamek,Pasar Seni,Masjid Jamek,KJ,AG,Kelana Jaya,Ampang,Inter-line,7064,8,10,7.064
2026-02,KJ14: Pasar Seni,KG09: Bandar Utama,Pasar Seni,Bandar Utama,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,6042,8,13,6.042
2026-02,KJ14: Pasar Seni,KG15: Muzium Negara,Pasar Seni,Muzium Negara,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,3335,8,11,3.335
2026-02,KJ14: Pasar Seni,KG18: Bukit Bintang,Pasar Seni,Bukit Bintang,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,38831,8,1,38.831
2026-02,KJ14: Pasar Seni,KG20: Tun Razak Exchange,Pasar Seni,Tun Razak Exchange,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,14842,8,4,14.842
2026-02,KJ14: Pasar Seni,KG21: Cochrane,Pasar Seni,Cochrane,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,8639,8,12,8.639
2026-02,KJ14: Pasar Seni,KG22: Maluri,Pasar Seni,Maluri,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,6158,8,5,6.158
2026-02,KJ14: Pasar Seni,KJ03: Wangsa Maju,Pasar Seni,Wangsa Maju,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,6024,8,14,6.024
2026-02,KJ14: Pasar Seni,KJ09: Ampang Park,Pasar Seni,Ampang Park,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,6218,8,7,6.218
2026-02,KJ14: Pasar Seni,KJ10: KLCC,Pasar Seni,KLCC,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,29746,8,2,29.746
2026-02,KJ14: Pasar Seni,KJ15: KL Sentral,Pasar Seni,KL Sentral,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,34869,8,3,34.869
2026-02,KJ14: Pasar Seni,KJ16: Bank Rakyat Bangsar,Pasar Seni,Bank Rakyat Bangsar,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,9686,8,15,9.686
2026-02,KJ14: Pasar Seni,KJ17: Abdullah Hukum,Pasar Seni,Abdullah Hukum,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,8042,8,6,8.042
2026-02,KJ14: Pasar Seni,MR06: Bukit Bintang,Pasar Seni,Bukit Bintang,KJ,MR,Kelana Jaya,Monorail,Inter-line,71,8,9,0.071
2026-02,KJ15: KL Sentral,AG07: Masjid Jamek,KL Sentral,Masjid Jamek,KJ,AG,Kelana Jaya,Ampang,Inter-line,19851,3,10,19.851
2026-02,KJ15: KL Sentral,KG09: Bandar Utama,KL Sentral,Bandar Utama,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,534,3,13,0.534
2026-02,KJ15: KL Sentral,KG15: Muzium Negara,KL Sentral,Muzium Negara,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,164,3,11,0.164
2026-02,KJ15: KL Sentral,KG18: Bukit Bintang,KL Sentral,Bukit Bintang,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,3666,3,1,3.666
2026-02,KJ15: KL Sentral,KG20: Tun Razak Exchange,KL Sentral,Tun Razak Exchange,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,1883,3,4,1.883
2026-02,KJ15: KL Sentral,KG21: Cochrane,KL Sentral,Cochrane,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,1130,3,12,1.13
2026-02,KJ15: KL Sentral,KG22: Maluri,KL Sentral,Maluri,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,1761,3,5,1.761
2026-02,KJ15: KL Sentral,KJ03: Wangsa Maju,KL Sentral,Wangsa Maju,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,17395,3,14,17.395
2026-02,KJ15: KL Sentral,KJ09: Ampang Park,KL Sentral,Ampang Park,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,15386,3,7,15.386
2026-02,KJ15: KL Sentral,KJ10: KLCC,KL Sentral,KLCC,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,48780,3,2,48.78
2026-02,KJ15: KL Sentral,KJ14: Pasar Seni,KL Sentral,Pasar Seni,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,34414,3,8,34.414
2026-02,KJ15: KL Sentral,KJ16: Bank Rakyat Bangsar,KL Sentral,Bank Rakyat Bangsar,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,41745,3,15,41.745
2026-02,KJ15: KL Sentral,KJ17: Abdullah Hukum,KL Sentral,Abdullah Hukum,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,37413,3,6,37.413
2026-02,KJ15: KL Sentral,MR06: Bukit Bintang,KL Sentral,Bukit Bintang,KJ,MR,Kelana Jaya,Monorail,Inter-line,66,3,9,0.066
2026-02,KJ16: Bank Rakyat Bangsar,AG07: Masjid Jamek,Bank Rakyat Bangsar,Masjid Jamek,KJ,AG,Kelana Jaya,Ampang,Inter-line,3983,15,10,3.983
2026-02,KJ16: Bank Rakyat Bangsar,KG09: Bandar Utama,Bank Rakyat Bangsar,Bandar Utama,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,1020,15,13,1.02
2026-02,KJ16: Bank Rakyat Bangsar,KG15: Muzium Negara,Bank Rakyat Bangsar,Muzium Negara,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,56,15,11,0.056
2026-02,KJ16: Bank Rakyat Bangsar,KG18: Bukit Bintang,Bank Rakyat Bangsar,Bukit Bintang,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,4870,15,1,4.87
2026-02,KJ16: Bank Rakyat Bangsar,KG20: Tun Razak Exchange,Bank Rakyat Bangsar,Tun Razak Exchange,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,2334,15,4,2.334
2026-02,KJ16: Bank Rakyat Bangsar,KG21: Cochrane,Bank Rakyat Bangsar,Cochrane,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,1590,15,12,1.59
2026-02,KJ16: Bank Rakyat Bangsar,KG22: Maluri,Bank Rakyat Bangsar,Maluri,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,2954,15,5,2.954
2026-02,KJ16: Bank Rakyat Bangsar,KJ03: Wangsa Maju,Bank Rakyat Bangsar,Wangsa Maju,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,3845,15,14,3.845
2026-02,KJ16: Bank Rakyat Bangsar,KJ09: Ampang Park,Bank Rakyat Bangsar,Ampang Park,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,7541,15,7,7.541
2026-02,KJ16: Bank Rakyat Bangsar,KJ10: KLCC,Bank Rakyat Bangsar,KLCC,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,10063,15,2,10.063
2026-02,KJ16: Bank Rakyat Bangsar,KJ14: Pasar Seni,Bank Rakyat Bangsar,Pasar Seni,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,10534,15,8,10.534
2026-02,KJ16: Bank Rakyat Bangsar,KJ15: KL Sentral,Bank Rakyat Bangsar,KL Sentral,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,40761,15,3,40.761
2026-02,KJ16: Bank Rakyat Bangsar,KJ17: Abdullah Hukum,Bank Rakyat Bangsar,Abdullah Hukum,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,19060,15,6,19.06
2026-02,KJ16: Bank Rakyat Bangsar,MR06: Bukit Bintang,Bank Rakyat Bangsar,Bukit Bintang,KJ,MR,Kelana Jaya,Monorail,Inter-line,17,15,9,0.017
2026-02,KJ17: Abdullah Hukum,AG07: Masjid Jamek,Abdullah Hukum,Masjid Jamek,KJ,AG,Kelana Jaya,Ampang,Inter-line,4103,6,10,4.103
2026-02,KJ17: Abdullah Hukum,KG09: Bandar Utama,Abdullah Hukum,Bandar Utama,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,2198,6,13,2.198
2026-02,KJ17: Abdullah Hukum,KG15: Muzium Negara,Abdullah Hukum,Muzium Negara,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,46,6,11,0.046
2026-02,KJ17: Abdullah Hukum,KG18: Bukit Bintang,Abdullah Hukum,Bukit Bintang,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,7931,6,1,7.931
2026-02,KJ17: Abdullah Hukum,KG20: Tun Razak Exchange,Abdullah Hukum,Tun Razak Exchange,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,3702,6,4,3.702
2026-02,KJ17: Abdullah Hukum,KG21: Cochrane,Abdullah Hukum,Cochrane,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,3038,6,12,3.038
2026-02,KJ17: Abdullah Hukum,KG22: Maluri,Abdullah Hukum,Maluri,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,6147,6,5,6.147
2026-02,KJ17: Abdullah Hukum,KJ03: Wangsa Maju,Abdullah Hukum,Wangsa Maju,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,11588,6,14,11.588
2026-02,KJ17: Abdullah Hukum,KJ09: Ampang Park,Abdullah Hukum,Ampang Park,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,14309,6,7,14.309
2026-02,KJ17: Abdullah Hukum,KJ10: KLCC,Abdullah Hukum,KLCC,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,9957,6,2,9.957
2026-02,KJ17: Abdullah Hukum,KJ14: Pasar Seni,Abdullah Hukum,Pasar Seni,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,8899,6,8,8.899
2026-02,KJ17: Abdullah Hukum,KJ15: KL Sentral,Abdullah Hukum,KL Sentral,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,38386,6,3,38.386
2026-02,KJ17: Abdullah Hukum,KJ16: Bank Rakyat Bangsar,Abdullah Hukum,Bank Rakyat Bangsar,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,17240,6,15,17.24
2026-02,KJ17: Abdullah Hukum,MR06: Bukit Bintang,Abdullah Hukum,Bukit Bintang,KJ,MR,Kelana Jaya,Monorail,Inter-line,20,6,9,0.02
2026-02,MR06: Bukit Bintang,AG07: Masjid Jamek,Bukit Bintang,Masjid Jamek,MR,AG,Monorail,Ampang,Inter-line,2128,9,10,2.128
2026-02,MR06: Bukit Bintang,KG09: Bandar Utama,Bukit Bintang,Bandar Utama,MR,KG,Monorail,MRT Kajang,Inter-line,14,9,13,0.014
2026-02,MR06: Bukit Bintang,KG15: Muzium Negara,Bukit Bintang,Muzium Negara,MR,KG,Monorail,MRT Kajang,Inter-line,35,9,11,0.035
2026-02,MR06: Bukit Bintang,KG18: Bukit Bintang,Bukit Bintang,Bukit Bintang,MR,KG,Monorail,MRT Kajang,Inter-line,29,9,1,0.029
2026-02,MR06: Bukit Bintang,KG20: Tun Razak Exchange,Bukit Bintang,Tun Razak Exchange,MR,KG,Monorail,MRT Kajang,Inter-line,82,9,4,0.082
2026-02,MR06: Bukit Bintang,KG21: Cochrane,Bukit Bintang,Cochrane,MR,KG,Monorail,MRT Kajang,Inter-line,37,9,12,0.037
2026-02,MR06: Bukit Bintang,KG22: Maluri,Bukit Bintang,Maluri,MR,KG,Monorail,MRT Kajang,Inter-line,153,9,5,0.153
2026-02,MR06: Bukit Bintang,KJ03: Wangsa Maju,Bukit Bintang,Wangsa Maju,MR,KJ,Monorail,Kelana Jaya,Inter-line,54,9,14,0.054
2026-02,MR06: Bukit Bintang,KJ09: Ampang Park,Bukit Bintang,Ampang Park,MR,KJ,Monorail,Kelana Jaya,Inter-line,26,9,7,0.026
2026-02,MR06: Bukit Bintang,KJ10: KLCC,Bukit Bintang,KLCC,MR,KJ,Monorail,Kelana Jaya,Inter-line,220,9,2,0.22
2026-02,MR06: Bukit Bintang,KJ14: Pasar Seni,Bukit Bintang,Pasar Seni,MR,KJ,Monorail,Kelana Jaya,Inter-line,158,9,8,0.158
2026-02,MR06: Bukit Bintang,KJ15: KL Sentral,Bukit Bintang,KL Sentral,MR,KJ,Monorail,Kelana Jaya,Inter-line,30,9,3,0.03
2026-02,MR06: Bukit Bintang,KJ16: Bank Rakyat Bangsar,Bukit Bintang,Bank Rakyat Bangsar,MR,KJ,Monorail,Kelana Jaya,Inter-line,13,9,15,0.013
2026-02,MR06: Bukit Bintang,KJ17: Abdullah Hukum,Bukit Bintang,Abdullah Hukum,MR,KJ,Monorail,Kelana Jaya,Inter-line,25,9,6,0.025
2026-03,AG07: Masjid Jamek,KG09: Bandar Utama,Masjid Jamek,Bandar Utama,AG,KG,Ampang,MRT Kajang,Inter-line,1222,10,13,1.222
2026-03,AG07: Masjid Jamek,KG15: Muzium Negara,Masjid Jamek,Muzium Negara,AG,KG,Ampang,MRT Kajang,Inter-line,174,10,11,0.174
2026-03,AG07: Masjid Jamek,KG18: Bukit Bintang,Masjid Jamek,Bukit Bintang,AG,KG,Ampang,MRT Kajang,Inter-line,7015,10,1,7.015
2026-03,AG07: Masjid Jamek,KG20: Tun Razak Exchange,Masjid Jamek,Tun Razak Exchange,AG,KG,Ampang,MRT Kajang,Inter-line,2907,10,4,2.907
2026-03,AG07: Masjid Jamek,KG21: Cochrane,Masjid Jamek,Cochrane,AG,KG,Ampang,MRT Kajang,Inter-line,2426,10,12,2.426
2026-03,AG07: Masjid Jamek,KG22: Maluri,Masjid Jamek,Maluri,AG,KG,Ampang,MRT Kajang,Inter-line,2767,10,5,2.767
2026-03,AG07: Masjid Jamek,KJ03: Wangsa Maju,Masjid Jamek,Wangsa Maju,AG,KJ,Ampang,Kelana Jaya,Inter-line,5096,10,14,5.096
2026-03,AG07: Masjid Jamek,KJ09: Ampang Park,Masjid Jamek,Ampang Park,AG,KJ,Ampang,Kelana Jaya,Inter-line,4520,10,7,4.52
2026-03,AG07: Masjid Jamek,KJ10: KLCC,Masjid Jamek,KLCC,AG,KJ,Ampang,Kelana Jaya,Inter-line,21315,10,2,21.315
2026-03,AG07: Masjid Jamek,KJ14: Pasar Seni,Masjid Jamek,Pasar Seni,AG,KJ,Ampang,Kelana Jaya,Inter-line,8142,10,8,8.142
2026-03,AG07: Masjid Jamek,KJ15: KL Sentral,Masjid Jamek,KL Sentral,AG,KJ,Ampang,Kelana Jaya,Inter-line,21226,10,3,21.226
2026-03,AG07: Masjid Jamek,KJ16: Bank Rakyat Bangsar,Masjid Jamek,Bank Rakyat Bangsar,AG,KJ,Ampang,Kelana Jaya,Inter-line,4989,10,15,4.989
2026-03,AG07: Masjid Jamek,KJ17: Abdullah Hukum,Masjid Jamek,Abdullah Hukum,AG,KJ,Ampang,Kelana Jaya,Inter-line,4857,10,6,4.857
2026-03,AG07: Masjid Jamek,MR06: Bukit Bintang,Masjid Jamek,Bukit Bintang,AG,MR,Ampang,Monorail,Inter-line,3012,10,9,3.012
2026-03,KG09: Bandar Utama,AG07: Masjid Jamek,Bandar Utama,Masjid Jamek,KG,AG,MRT Kajang,Ampang,Inter-line,1092,13,10,1.092
2026-03,KG09: Bandar Utama,KG15: Muzium Negara,Bandar Utama,Muzium Negara,KG,KG,MRT Kajang,MRT Kajang,Same line,13149,13,11,13.149
2026-03,KG09: Bandar Utama,KG18: Bukit Bintang,Bandar Utama,Bukit Bintang,KG,KG,MRT Kajang,MRT Kajang,Same line,15632,13,1,15.632
2026-03,KG09: Bandar Utama,KG20: Tun Razak Exchange,Bandar Utama,Tun Razak Exchange,KG,KG,MRT Kajang,MRT Kajang,Same line,9355,13,4,9.355
2026-03,KG09: Bandar Utama,KG21: Cochrane,Bandar Utama,Cochrane,KG,KG,MRT Kajang,MRT Kajang,Same line,2964,13,12,2.964
2026-03,KG09: Bandar Utama,KG22: Maluri,Bandar Utama,Maluri,KG,KG,MRT Kajang,MRT Kajang,Same line,5925,13,5,5.925
2026-03,KG09: Bandar Utama,KJ03: Wangsa Maju,Bandar Utama,Wangsa Maju,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,2322,13,14,2.322
2026-03,KG09: Bandar Utama,KJ09: Ampang Park,Bandar Utama,Ampang Park,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,550,13,7,0.55
2026-03,KG09: Bandar Utama,KJ10: KLCC,Bandar Utama,KLCC,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,3849,13,2,3.849
2026-03,KG09: Bandar Utama,KJ14: Pasar Seni,Bandar Utama,Pasar Seni,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,5571,13,8,5.571
2026-03,KG09: Bandar Utama,KJ15: KL Sentral,Bandar Utama,KL Sentral,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,440,13,3,0.44
2026-03,KG09: Bandar Utama,KJ16: Bank Rakyat Bangsar,Bandar Utama,Bank Rakyat Bangsar,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,887,13,15,0.887
2026-03,KG09: Bandar Utama,KJ17: Abdullah Hukum,Bandar Utama,Abdullah Hukum,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,1969,13,6,1.969
2026-03,KG09: Bandar Utama,MR06: Bukit Bintang,Bandar Utama,Bukit Bintang,KG,MR,MRT Kajang,Monorail,Inter-line,10,13,9,0.01
2026-03,KG15: Muzium Negara,AG07: Masjid Jamek,Muzium Negara,Masjid Jamek,KG,AG,MRT Kajang,Ampang,Inter-line,312,11,10,0.312
2026-03,KG15: Muzium Negara,KG09: Bandar Utama,Muzium Negara,Bandar Utama,KG,KG,MRT Kajang,MRT Kajang,Same line,16393,11,13,16.393
2026-03,KG15: Muzium Negara,KG18: Bukit Bintang,Muzium Negara,Bukit Bintang,KG,KG,MRT Kajang,MRT Kajang,Same line,22845,11,1,22.845
2026-03,KG15: Muzium Negara,KG20: Tun Razak Exchange,Muzium Negara,Tun Razak Exchange,KG,KG,MRT Kajang,MRT Kajang,Same line,17058,11,4,17.058
2026-03,KG15: Muzium Negara,KG21: Cochrane,Muzium Negara,Cochrane,KG,KG,MRT Kajang,MRT Kajang,Same line,10475,11,12,10.475
2026-03,KG15: Muzium Negara,KG22: Maluri,Muzium Negara,Maluri,KG,KG,MRT Kajang,MRT Kajang,Same line,21153,11,5,21.153
2026-03,KG15: Muzium Negara,KJ03: Wangsa Maju,Muzium Negara,Wangsa Maju,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,199,11,14,0.199
2026-03,KG15: Muzium Negara,KJ09: Ampang Park,Muzium Negara,Ampang Park,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,112,11,7,0.112
2026-03,KG15: Muzium Negara,KJ10: KLCC,Muzium Negara,KLCC,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,920,11,2,0.92
2026-03,KG15: Muzium Negara,KJ14: Pasar Seni,Muzium Negara,Pasar Seni,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,4059,11,8,4.059
2026-03,KG15: Muzium Negara,KJ15: KL Sentral,Muzium Negara,KL Sentral,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,125,11,3,0.125
2026-03,KG15: Muzium Negara,KJ16: Bank Rakyat Bangsar,Muzium Negara,Bank Rakyat Bangsar,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,52,11,15,0.052
2026-03,KG15: Muzium Negara,KJ17: Abdullah Hukum,Muzium Negara,Abdullah Hukum,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,148,11,6,0.148
2026-03,KG15: Muzium Negara,MR06: Bukit Bintang,Muzium Negara,Bukit Bintang,KG,MR,MRT Kajang,Monorail,Inter-line,2,11,9,0.002
2026-03,KG18: Bukit Bintang,AG07: Masjid Jamek,Bukit Bintang,Masjid Jamek,KG,AG,MRT Kajang,Ampang,Inter-line,5833,1,10,5.833
2026-03,KG18: Bukit Bintang,KG09: Bandar Utama,Bukit Bintang,Bandar Utama,KG,KG,MRT Kajang,MRT Kajang,Same line,17388,1,13,17.388
2026-03,KG18: Bukit Bintang,KG15: Muzium Negara,Bukit Bintang,Muzium Negara,KG,KG,MRT Kajang,MRT Kajang,Same line,19673,1,11,19.673
2026-03,KG18: Bukit Bintang,KG20: Tun Razak Exchange,Bukit Bintang,Tun Razak Exchange,KG,KG,MRT Kajang,MRT Kajang,Same line,55989,1,4,55.989
2026-03,KG18: Bukit Bintang,KG21: Cochrane,Bukit Bintang,Cochrane,KG,KG,MRT Kajang,MRT Kajang,Same line,41487,1,12,41.487
2026-03,KG18: Bukit Bintang,KG22: Maluri,Bukit Bintang,Maluri,KG,KG,MRT Kajang,MRT Kajang,Same line,59906,1,5,59.906
2026-03,KG18: Bukit Bintang,KJ03: Wangsa Maju,Bukit Bintang,Wangsa Maju,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,6142,1,14,6.142
2026-03,KG18: Bukit Bintang,KJ09: Ampang Park,Bukit Bintang,Ampang Park,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,621,1,7,0.621
2026-03,KG18: Bukit Bintang,KJ10: KLCC,Bukit Bintang,KLCC,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,7483,1,2,7.483
2026-03,KG18: Bukit Bintang,KJ14: Pasar Seni,Bukit Bintang,Pasar Seni,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,33652,1,8,33.652
2026-03,KG18: Bukit Bintang,KJ15: KL Sentral,Bukit Bintang,KL Sentral,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,4049,1,3,4.049
2026-03,KG18: Bukit Bintang,KJ16: Bank Rakyat Bangsar,Bukit Bintang,Bank Rakyat Bangsar,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,5606,1,15,5.606
2026-03,KG18: Bukit Bintang,KJ17: Abdullah Hukum,Bukit Bintang,Abdullah Hukum,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,7029,1,6,7.029
2026-03,KG18: Bukit Bintang,MR06: Bukit Bintang,Bukit Bintang,Bukit Bintang,KG,MR,MRT Kajang,Monorail,Inter-line,21,1,9,0.021
2026-03,KG20: Tun Razak Exchange,AG07: Masjid Jamek,Tun Razak Exchange,Masjid Jamek,KG,AG,MRT Kajang,Ampang,Inter-line,2601,4,10,2.601
2026-03,KG20: Tun Razak Exchange,KG09: Bandar Utama,Tun Razak Exchange,Bandar Utama,KG,KG,MRT Kajang,MRT Kajang,Same line,9846,4,13,9.846
2026-03,KG20: Tun Razak Exchange,KG15: Muzium Negara,Tun Razak Exchange,Muzium Negara,KG,KG,MRT Kajang,MRT Kajang,Same line,14110,4,11,14.11
2026-03,KG20: Tun Razak Exchange,KG18: Bukit Bintang,Tun Razak Exchange,Bukit Bintang,KG,KG,MRT Kajang,MRT Kajang,Same line,61294,4,1,61.294
