month,origin,destination,origin_label,destination_label,origin_line_code,destination_line_code,origin_line,destination_line,flow_type,ridership,origin_rank,destination_rank,ridership_k
2026-01,KJ15: KL Sentral,KG22: Maluri,KL Sentral,Maluri,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,2005,3,5,2.005
2026-01,KJ15: KL Sentral,KJ03: Wangsa Maju,KL Sentral,Wangsa Maju,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,20588,3,14,20.588
2026-01,KJ15: KL Sentral,KJ09: Ampang Park,KL Sentral,Ampang Park,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,18238,3,7,18.238
2026-01,KJ15: KL Sentral,KJ10: KLCC,KL Sentral,KLCC,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,53359,3,2,53.359
2026-01,KJ15: KL Sentral,KJ14: Pasar Seni,KL Sentral,Pasar Seni,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,38339,3,8,38.339
2026-01,KJ15: KL Sentral,KJ16: Bank Rakyat Bangsar,KL Sentral,Bank Rakyat Bangsar,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,50501,3,15,50.501
2026-01,KJ15: KL Sentral,KJ17: Abdullah Hukum,KL Sentral,Abdullah Hukum,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,44022,3,6,44.022
2026-01,KJ15: KL Sentral,MR06: Bukit Bintang,KL Sentral,Bukit Bintang,KJ,MR,Kelana Jaya,Monorail,Inter-line,50,3,9,0.05
2026-01,KJ16: Bank Rakyat Bangsar,AG07: Masjid Jamek,Bank Rakyat Bangsar,Masjid Jamek,KJ,AG,Kelana Jaya,Ampang,Inter-line,3748,15,10,3.748
2026-01,KJ16: Bank Rakyat Bangsar,KG09: Bandar Utama,Bank Rakyat Bangsar,Bandar Utama,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,1343,15,13,1.343
2026-01,KJ16: Bank Rakyat Bangsar,KG15: Muzium Negara,Bank Rakyat Bangsar,Muzium Negara,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,53,15,11,0.053
2026-01,KJ16: Bank Rakyat Bangsar,KG18: Bukit Bintang,Bank Rakyat Bangsar,Bukit Bintang,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,5279,15,1,5.279
2026-01,KJ16: Bank Rakyat Bangsar,KG20: Tun Razak Exchange,Bank Rakyat Bangsar,Tun Razak Exchange,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,2869,15,4,2.869
2026-01,KJ16: Bank Rakyat Bangsar,KG21: Cochrane,Bank Rakyat Bangsar,Cochrane,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,1895,15,12,1.895
2026-01,KJ16: Bank Rakyat Bangsar,KG22: Maluri,Bank Rakyat Bangsar,Maluri,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,3639,15,5,3.639
2026-01,KJ16: Bank Rakyat Bangsar,KJ03: Wangsa Maju,Bank Rakyat Bangsar,Wangsa Maju,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,4895,15,14,4.895
2026-01,KJ16: Bank Rakyat Bangsar,KJ09: Ampang Park,Bank Rakyat Bangsar,Ampang Park,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,9845,15,7,9.845
2026-01,KJ16: Bank Rakyat Bangsar,KJ10: KLCC,Bank Rakyat Bangsar,KLCC,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,11658,15,2,11.658
2026-01,KJ16: Bank Rakyat Bangsar,KJ14: Pasar Seni,Bank Rakyat Bangsar,Pasar Seni,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,12101,15,8,12.101
2026-01,KJ16: Bank Rakyat Bangsar,KJ15: KL Sentral,Bank Rakyat Bangsar,KL Sentral,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,49628,15,3,49.628
2026-01,KJ16: Bank Rakyat Bangsar,KJ17: Abdullah Hukum,Bank Rakyat Bangsar,Abdullah Hukum,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,22915,15,6,22.915
2026-01,KJ16: Bank Rakyat Bangsar,MR06: Bukit Bintang,Bank Rakyat Bangsar,Bukit Bintang,KJ,MR,Kelana Jaya,Monorail,Inter-line,14,15,9,0.014
2026-01,KJ17: Abdullah Hukum,AG07: Masjid Jamek,Abdullah Hukum,Masjid Jamek,KJ,AG,Kelana Jaya,Ampang,Inter-line,3845,6,10,3.845
2026-01,KJ17: Abdullah Hukum,KG09: Bandar Utama,Abdullah Hukum,Bandar Utama,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,2650,6,13,2.65
2026-01,KJ17: Abdullah Hukum,KG15: Muzium Negara,Abdullah Hukum,Muzium Negara,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,81,6,11,0.081
2026-01,KJ17: Abdullah Hukum,KG18: Bukit Bintang,Abdullah Hukum,Bukit Bintang,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,8915,6,1,8.915
2026-01,KJ17: Abdullah Hukum,KG20: Tun Razak Exchange,Abdullah Hukum,Tun Razak Exchange,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,4374,6,4,4.374
2026-01,KJ17: Abdullah Hukum,KG21: Cochrane,Abdullah Hukum,Cochrane,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,3651,6,12,3.651
2026-01,KJ17: Abdullah Hukum,KG22: Maluri,Abdullah Hukum,Maluri,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,7871,6,5,7.871
2026-01,KJ17: Abdullah Hukum,KJ03: Wangsa Maju,Abdullah Hukum,Wangsa Maju,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,14853,6,14,14.853
2026-01,KJ17: Abdullah Hukum,KJ09: Ampang Park,Abdullah Hukum,Ampang Park,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,18247,6,7,18.247
2026-01,KJ17: Abdullah Hukum,KJ10: KLCC,Abdullah Hukum,KLCC,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,11556,6,2,11.556
2026-01,KJ17: Abdullah Hukum,KJ14: Pasar Seni,Abdullah Hukum,Pasar Seni,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,10029,6,8,10.029
2026-01,KJ17: Abdullah Hukum,KJ15: KL Sentral,Abdullah Hukum,KL Sentral,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,46039,6,3,46.039
2026-01,KJ17: Abdullah Hukum,KJ16: Bank Rakyat Bangsar,Abdullah Hukum,Bank Rakyat Bangsar,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,21367,6,15,21.367
2026-01,KJ17: Abdullah Hukum,MR06: Bukit Bintang,Abdullah Hukum,Bukit Bintang,KJ,MR,Kelana Jaya,Monorail,Inter-line,25,6,9,0.025
2026-01,MR06: Bukit Bintang,AG07: Masjid Jamek,Bukit Bintang,Masjid Jamek,MR,AG,Monorail,Ampang,Inter-line,2062,9,10,2.062
2026-01,MR06: Bukit Bintang,KG09: Bandar Utama,Bukit Bintang,Bandar Utama,MR,KG,Monorail,MRT Kajang,Inter-line,11,9,13,0.011
2026-01,MR06: Bukit Bintang,KG15: Muzium Negara,Bukit Bintang,Muzium Negara,MR,KG,Monorail,MRT Kajang,Inter-line,35,9,11,0.035
2026-01,MR06: Bukit Bintang,KG18: Bukit Bintang,Bukit Bintang,Bukit Bintang,MR,KG,Monorail,MRT Kajang,Inter-line,51,9,1,0.051
2026-01,MR06: Bukit Bintang,KG20: Tun Razak Exchange,Bukit Bintang,Tun Razak Exchange,MR,KG,Monorail,MRT Kajang,Inter-line,80,9,4,0.08
2026-01,MR06: Bukit Bintang,KG21: Cochrane,Bukit Bintang,Cochrane,MR,KG,Monorail,MRT Kajang,Inter-line,35,9,12,0.035
2026-01,MR06: Bukit Bintang,KG22: Maluri,Bukit Bintang,Maluri,MR,KG,Monorail,MRT Kajang,Inter-line,145,9,5,0.145
2026-01,MR06: Bukit Bintang,KJ03: Wangsa Maju,Bukit Bintang,Wangsa Maju,MR,KJ,Monorail,Kelana Jaya,Inter-line,41,9,14,0.041
2026-01,MR06: Bukit Bintang,KJ09: Ampang Park,Bukit Bintang,Ampang Park,MR,KJ,Monorail,Kelana Jaya,Inter-line,18,9,7,0.018
2026-01,MR06: Bukit Bintang,KJ10: KLCC,Bukit Bintang,KLCC,MR,KJ,Monorail,Kelana Jaya,Inter-line,218,9,2,0.218
2026-01,MR06: Bukit Bintang,KJ14: Pasar Seni,Bukit Bintang,Pasar Seni,MR,KJ,Monorail,Kelana Jaya,Inter-line,184,9,8,0.184
2026-01,MR06: Bukit Bintang,KJ15: KL Sentral,Bukit Bintang,KL Sentral,MR,KJ,Monorail,Kelana Jaya,Inter-line,9,9,3,0.009
2026-01,MR06: Bukit Bintang,KJ16: Bank Rakyat Bangsar,Bukit Bintang,Bank Rakyat Bangsar,MR,KJ,Monorail,Kelana Jaya,Inter-line,27,9,15,0.027
2026-01,MR06: Bukit Bintang,KJ17: Abdullah Hukum,Bukit Bintang,Abdullah Hukum,MR,KJ,Monorail,Kelana Jaya,Inter-line,19,9,6,0.019
2026-02,AG07: Masjid Jamek,KG09: Bandar Utama,Masjid Jamek,Bandar Utama,AG,KG,Ampang,MRT Kajang,Inter-line,960,10,13,0.96
2026-02,AG07: Masjid Jamek,KG15: Muzium Negara,Masjid Jamek,Muzium Negara,AG,KG,Ampang,MRT Kajang,Inter-line,223,10,11,0.223
2026-02,AG07: Masjid Jamek,KG18: Bukit Bintang,Masjid Jamek,Bukit Bintang,AG,KG,Ampang,MRT Kajang,Inter-line,6196,10,1,6.196
2026-02,AG07: Masjid Jamek,KG20: Tun Razak Exchange,Masjid Jamek,Tun Razak Exchange,AG,KG,Ampang,MRT Kajang,Inter-line,2885,10,4,2.885
2026-02,AG07: Masjid Jamek,KG21: Cochrane,Masjid Jamek,Cochrane,AG,KG,Ampang,MRT Kajang,Inter-line,1851,10,12,1.851
2026-02,AG07: Masjid Jamek,KG22: Maluri,Masjid Jamek,Maluri,AG,KG,Ampang,MRT Kajang,Inter-line,2493,10,5,2.493
2026-02,AG07: Masjid Jamek,KJ03: Wangsa Maju,Masjid Jamek,Wangsa Maju,AG,KJ,Ampang,Kelana Jaya,Inter-line,4010,10,14,4.01
2026-02,AG07: Masjid Jamek,KJ09: Ampang Park,Masjid Jamek,Ampang Park,AG,KJ,Ampang,Kelana Jaya,Inter-line,4603,10,7,4.603
2026-02,AG07: Masjid Jamek,KJ10: KLCC,Masjid Jamek,KLCC,AG,KJ,Ampang,Kelana Jaya,Inter-line,23164,10,2,23.164
2026-02,AG07: Masjid Jamek,KJ14: Pasar Seni,Masjid Jamek,Pasar Seni,AG,KJ,Ampang,Kelana Jaya,Inter-line,7812,10,8,7.812
2026-02,AG07: Masjid Jamek,KJ15: KL Sentral,Masjid Jamek,KL Sentral,AG,KJ,Ampang,Kelana Jaya,Inter-line,20402,10,3,20.402
2026-02,AG07: Masjid Jamek,KJ16: Bank Rakyat Bangsar,Masjid Jamek,Bank Rakyat Bangsar,AG,KJ,Ampang,Kelana Jaya,Inter-line,4195,10,15,4.195
2026-02,AG07: Masjid Jamek,KJ17: Abdullah Hukum,Masjid Jamek,Abdullah Hukum,AG,KJ,Ampang,Kelana Jaya,Inter-line,4273,10,6,4.273
2026-02,AG07: Masjid Jamek,MR06: Bukit Bintang,Masjid Jamek,Bukit Bintang,AG,MR,Ampang,Monorail,Inter-line,2821,10,9,2.821
2026-02,KG09: Bandar Utama,AG07: Masjid Jamek,Bandar Utama,Masjid Jamek,KG,AG,MRT Kajang,Ampang,Inter-line,803,13,10,0.803
2026-02,KG09: Bandar Utama,KG15: Muzium Negara,Bandar Utama,Muzium Negara,KG,KG,MRT Kajang,MRT Kajang,Same line,11787,13,11,11.787
2026-02,KG09: Bandar Utama,KG18: Bukit Bintang,Bandar Utama,Bukit Bintang,KG,KG,MRT Kajang,MRT Kajang,Same line,15234,13,1,15.234
2026-02,KG09: Bandar Utama,KG20: Tun Razak Exchange,Bandar Utama,Tun Razak Exchange,KG,KG,MRT Kajang,MRT Kajang,Same line,8446,13,4,8.446
2026-02,KG09: Bandar Utama,KG21: Cochrane,Bandar Utama,Cochrane,KG,KG,MRT Kajang,MRT Kajang,Same line,2725,13,12,2.725
2026-02,KG09: Bandar Utama,KG22: Maluri,Bandar Utama,Maluri,KG,KG,MRT Kajang,MRT Kajang,Same line,5175,13,5,5.175
2026-02,KG09: Bandar Utama,KJ03: Wangsa Maju,Bandar Utama,Wangsa Maju,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,2094,13,14,2.094
2026-02,KG09: Bandar Utama,KJ09: Ampang Park,Bandar Utama,Ampang Park,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,432,13,7,0.432
2026-02,KG09: Bandar Utama,KJ10: KLCC,Bandar Utama,KLCC,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,3090,13,2,3.09
2026-02,KG09: Bandar Utama,KJ14: Pasar Seni,Bandar Utama,Pasar Seni,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,5749,13,8,5.749
2026-02,KG09: Bandar Utama,KJ15: KL Sentral,Bandar Utama,KL Sentral,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,434,13,3,0.434
2026-02,KG09: Bandar Utama,KJ16: Bank Rakyat Bangsar,Bandar Utama,Bank Rakyat Bangsar,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,761,13,15,0.761
2026-02,KG09: Bandar Utama,KJ17: Abdullah Hukum,Bandar Utama,Abdullah Hukum,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,1619,13,6,1.619
2026-02,KG09: Bandar Utama,MR06: Bukit Bintang,Bandar Utama,Bukit Bintang,KG,MR,MRT Kajang,Monorail,Inter-line,7,13,9,0.007
2026-02,KG15: Muzium Negara,AG07: Masjid Jamek,Muzium Negara,Masjid Jamek,KG,AG,MRT Kajang,Ampang,Inter-line,361,11,10,0.361
2026-02,KG15: Muzium Negara,KG09: Bandar Utama,Muzium Negara,Bandar Utama,KG,KG,MRT Kajang,MRT Kajang,Same line,14365,11,13,14.365
2026-02,KG15: Muzium Negara,KG18: Bukit Bintang,Muzium Negara,Bukit Bintang,KG,KG,MRT Kajang,MRT Kajang,Same line,25061,11,1,25.061
2026-02,KG15: Muzium Negara,KG20: Tun Razak Exchange,Muzium Negara,Tun Razak Exchange,KG,KG,MRT Kajang,MRT Kajang,Same line,16029,11,4,16.029
2026-02,KG15: Muzium Negara,KG21: Cochrane,Muzium Negara,Cochrane,KG,KG,MRT Kajang,MRT Kajang,Same line,9420,11,12,9.42
2026-02,KG15: Muzium Negara,KG22: Maluri,Muzium Negara,Maluri,KG,KG,MRT Kajang,MRT Kajang,Same line,18646,11,5,18.646
2026-02,KG15: Muzium Negara,KJ03: Wangsa Maju,Muzium Negara,Wangsa Maju,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,145,11,14,0.145
2026-02,KG15: Muzium Negara,KJ09: Ampang Park,Muzium Negara,Ampang Park,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,192,11,7,0.192
2026-02,KG15: Muzium Negara,KJ10: KLCC,Muzium Negara,KLCC,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,1183,11,2,1.183
2026-02,KG15: Muzium Negara,KJ14: Pasar Seni,Muzium Negara,Pasar Seni,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,5307,11,8,5.307
2026-02,KG15: Muzium Negara,KJ15: KL Sentral,Muzium Negara,KL Sentral,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,153,11,3,0.153
2026-02,KG15: Muzium Negara,KJ16: Bank Rakyat Bangsar,Muzium Negara,Bank Rakyat Bangsar,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,54,11,15,0.054
2026-02,KG15: Muzium Negara,KJ17: Abdullah Hukum,Muzium Negara,Abdullah Hukum,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,119,11,6,0.119
2026-02,KG15: Muzium Negara,MR06: Bukit Bintang,Muzium Negara,Bukit Bintang,KG,MR,MRT Kajang,Monorail,Inter-line,7,11,9,0.007
2026-02,KG18: Bukit Bintang,AG07: Masjid Jamek,Bukit Bintang,Masjid Jamek,KG,AG,MRT Kajang,Ampang,Inter-line,5055,1,10,5.055
2026-02,KG18: Bukit Bintang,KG09: Bandar Utama,Bukit Bintang,Bandar Utama,KG,KG,MRT Kajang,MRT Kajang,Same line,16934,1,13,16.934
2026-02,KG18: Bukit Bintang,KG15: Muzium Negara,Bukit Bintang,Muzium Negara,KG,KG,MRT Kajang,MRT Kajang,Same line,22711,1,11,22.711
2026-02,KG18: Bukit Bintang,KG20: Tun Razak Exchange,Bukit Bintang,Tun Razak Exchange,KG,KG,MRT Kajang,MRT Kajang,Same line,55879,1,4,55.879
2026-02,KG18: Bukit Bintang,KG21: Cochrane,Bukit Bintang,Cochrane,KG,KG,MRT Kajang,MRT Kajang,Same line,38319,1,12,38.319
2026-02,KG18: Bukit Bintang,KG22: Maluri,Bukit Bintang,Maluri,KG,KG,MRT Kajang,MRT Kajang,Same line,55627,1,5,55.627
2026-02,KG18: Bukit Bintang,KJ03: Wangsa Maju,Bukit Bintang,Wangsa Maju,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,5655,1,14,5.655
2026-02,KG18: Bukit Bintang,KJ09: Ampang Park,Bukit Bintang,Ampang Park,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,531,1,7,0.531
2026-02,KG18: Bukit Bintang,KJ10: KLCC,Bukit Bintang,KLCC,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,8171,1,2,8.171
2026-02,KG18: Bukit Bintang,KJ14: Pasar Seni,Bukit Bintang,Pasar Seni,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,39635,1,8,39.635
2026-02,KG18: Bukit Bintang,KJ15: KL Sentral,Bukit Bintang,KL Sentral,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,4872,1,3,4.872
2026-02,KG18: Bukit Bintang,KJ16: Bank Rakyat Bangsar,Bukit Bintang,Bank Rakyat Bangsar,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,5048,1,15,5.048
2026-02,KG18: Bukit Bintang,KJ17: Abdullah Hukum,Bukit Bintang,Abdullah Hukum,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,7060,1,6,7.06
2026-02,KG18: Bukit Bintang,MR06: Bukit Bintang,Bukit Bintang,Bukit Bintang,KG,MR,MRT Kajang,Monorail,Inter-line,50,1,9,0.05
2026-02,KG20: Tun Razak Exchange,AG07: Masjid Jamek,Tun Razak Exchange,Masjid Jamek,KG,AG,MRT Kajang,Ampang,Inter-line,2161,4,10,2.161
2026-02,KG20: Tun Razak Exchange,KG09: Bandar Utama,Tun Razak Exchange,Bandar Utama,KG,KG,MRT Kajang,MRT Kajang,Same line,8803,4,13,8.803
2026-02,KG20: Tun Razak Exchange,KG15: Muzium Negara,Tun Razak Exchange,Muzium Negara,KG,KG,MRT Kajang,MRT Kajang,Same line,13078,4,11,13.078
2026-02,KG20: Tun Razak Exchange,KG18: Bukit Bintang,Tun Razak Exchange,Bukit Bintang,KG,KG,MRT Kajang,MRT Kajang,Same line,61656,4,1,61.656
2026-02,KG20: Tun Razak Exchange,KG21: Cochrane,Tun Razak Exchange,Cochrane,KG,KG,MRT Kajang,MRT Kajang,Same line,33674,4,12,33.674
2026-02,KG20: Tun Razak Exchange,KG22: Maluri,Tun Razak Exchange,Maluri,KG,KG,MRT Kajang,MRT Kajang,Same line,35408,4,5,35.408
2026-02,KG20: Tun Razak Exchange,KJ03: Wangsa Maju,Tun Razak Exchange,Wangsa Maju,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,1077,4,14,1.077
2026-02,KG20: Tun Razak Exchange,KJ09: Ampang Park,Tun Razak Exchange,Ampang Park,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,67,4,7,0.067
2026-02,KG20: Tun Razak Exchange,KJ10: KLCC,Tun Razak Exchange,KLCC,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,1877,4,2,1.877
2026-02,KG20: Tun Razak Exchange,KJ14: Pasar Seni,Tun Razak Exchange,Pasar Seni,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,13463,4,8,13.463
2026-02,KG20: Tun Razak Exchange,KJ15: KL Sentral,Tun Razak Exchange,KL Sentral,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,2433,4,3,2.433
2026-02,KG20: Tun Razak Exchange,KJ16: Bank Rakyat Bangsar,Tun Razak Exchange,Bank Rakyat Bangsar,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,1978,4,15,1.978
2026-02,KG20: Tun Razak Exchange,KJ17: Abdullah Hukum,Tun Razak Exchange,Abdullah Hukum,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,3193,4,6,3.193
2026-02,KG20: Tun Razak Exchange,MR06: Bukit Bintang,Tun Razak Exchange,Bukit Bintang,KG,MR,MRT Kajang,Monorail,Inter-line,54,4,9,0.054
2026-02,KG21: Cochrane,AG07: Masjid Jamek,Cochrane,Masjid Jamek,KG,AG,MRT Kajang,Ampang,Inter-line,1562,12,10,1.562
2026-02,KG21: Cochrane,KG09: Bandar Utama,Cochrane,Bandar Utama,KG,KG,MRT Kajang,MRT Kajang,Same line,2522,12,13,2.522
2026-02,KG21: Cochrane,KG15: Muzium Negara,Cochrane,Muzium Negara,KG,KG,MRT Kajang,MRT Kajang,Same line,6999,12,11,6.999
2026-02,KG21: Cochrane,KG18: Bukit Bintang,Cochrane,Bukit Bintang,KG,KG,MRT Kajang,MRT Kajang,Same line,35154,12,1,35.154
2026-02,KG21: Cochrane,KG20: Tun Razak Exchange,Cochrane,Tun Razak Exchange,KG,KG,MRT Kajang,MRT Kajang,Same line,30993,12,4,30.993
2026-02,KG21: Cochrane,KG22: Maluri,Cochrane,Maluri,KG,KG,MRT Kajang,MRT Kajang,Same line,18245,12,5,18.245
2026-02,KG21: Cochrane,KJ03: Wangsa Maju,Cochrane,Wangsa Maju,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,1351,12,14,1.351
2026-02,KG21: Cochrane,KJ09: Ampang Park,Cochrane,Ampang Park,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,90,12,7,0.09
2026-02,KG21: Cochrane,KJ10: KLCC,Cochrane,KLCC,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,2188,12,2,2.188
2026-02,KG21: Cochrane,KJ14: Pasar Seni,Cochrane,Pasar Seni,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,7762,12,8,7.762
2026-02,KG21: Cochrane,KJ15: KL Sentral,Cochrane,KL Sentral,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,1183,12,3,1.183
2026-02,KG21: Cochrane,KJ16: Bank Rakyat Bangsar,Cochrane,Bank Rakyat Bangsar,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,1180,12,15,1.18
2026-02,KG21: Cochrane,KJ17: Abdullah Hukum,Cochrane,Abdullah Hukum,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,2150,12,6,2.15
2026-02,KG21: Cochrane,MR06: Bukit Bintang,Cochrane,Bukit Bintang,KG,MR,MRT Kajang,Monorail,Inter-line,21,12,9,0.021
2026-02,KG22: Maluri,AG07: Masjid Jamek,Maluri,Masjid Jamek,KG,AG,MRT Kajang,Ampang,Inter-line,3339,5,10,3.339
2026-02,KG22: Maluri,KG09: Bandar Utama,Maluri,Bandar Utama,KG,KG,MRT Kajang,MRT Kajang,Same line,5377,5,13,5.377
2026-02,KG22: Maluri,KG15: Muzium Negara,Maluri,Muzium Negara,KG,KG,MRT Kajang,MRT Kajang,Same line,18497,5,11,18.497
2026-02,KG22: Maluri,KG18: Bukit Bintang,Maluri,Bukit Bintang,KG,KG,MRT Kajang,MRT Kajang,Same line,54964,5,1,54.964
2026-02,KG22: Maluri,KG20: Tun Razak Exchange,Maluri,Tun Razak Exchange,KG,KG,MRT Kajang,MRT Kajang,Same line,34298,5,4,34.298
2026-02,KG22: Maluri,KG21: Cochrane,Maluri,Cochrane,KG,KG,MRT Kajang,MRT Kajang,Same line,17129,5,12,17.129
2026-02,KG22: Maluri,KJ03: Wangsa Maju,Maluri,Wangsa Maju,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,1563,5,14,1.563
2026-02,KG22: Maluri,KJ09: Ampang Park,Maluri,Ampang Park,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,97,5,7,0.097
2026-02,KG22: Maluri,KJ10: KLCC,Maluri,KLCC,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,2713,5,2,2.713
2026-02,KG22: Maluri,KJ14: Pasar Seni,Maluri,Pasar Seni,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,6481,5,8,6.481
2026-02,KG22: Maluri,KJ15: KL Sentral,Maluri,KL Sentral,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,1712,5,3,1.712
2026-02,KG22: Maluri,KJ16: Bank Rakyat Bangsar,Maluri,Bank Rakyat Bangsar,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,3018,5,15,3.018
2026-02,KG22: Maluri,KJ17: Abdullah Hukum,Maluri,Abdullah Hukum,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,5564,5,6,5.564
2026-02,KG22: Maluri,MR06: Bukit Bintang,Maluri,Bukit Bintang,KG,MR,MRT Kajang,Monorail,Inter-line,29,5,9,0.029
2026-02,KJ03: Wangsa Maju,AG07: Masjid Jamek,Wangsa Maju,Masjid Jamek,KJ,AG,Kelana Jaya,Ampang,Inter-line,4330,14,10,4.33
2026-02,KJ03: Wangsa Maju,KG09: Bandar Utama,Wangsa Maju,Bandar Utama,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,2276,14,13,2.276
2026-02,KJ03: Wangsa Maju,KG15: Muzium Negara,Wangsa Maju,Muzium Negara,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,161,14,11,0.161
2026-02,KJ03: Wangsa Maju,KG18: Bukit Bintang,Wangsa Maju,Bukit Bintang,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,4902,14,1,4.902
2026-02,KJ03: Wangsa Maju,KG20: Tun Razak Exchange,Wangsa Maju,Tun Razak Exchange,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,942,14,4,0.942
2026-02,KJ03: Wangsa Maju,KG21: Cochrane,Wangsa Maju,Cochrane,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,1337,14,12,1.337
2026-02,KJ03: Wangsa Maju,KG22: Maluri,Wangsa Maju,Maluri,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,1502,14,5,1.502
2026-02,KJ03: Wangsa Maju,KJ09: Ampang Park,Wangsa Maju,Ampang Park,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,41301,14,7,41.301
2026-02,KJ03: Wangsa Maju,KJ10: KLCC,Wangsa Maju,KLCC,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,26972,14,2,26.972
2026-02,KJ03: Wangsa Maju,KJ14: Pasar Seni,Wangsa Maju,Pasar Seni,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,6989,14,8,6.989
2026-02,KJ03: Wangsa Maju,KJ15: KL Sentral,Wangsa Maju,KL Sentral,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,15247,14,3,15.247
2026-02,KJ03: Wangsa Maju,KJ16: Bank Rakyat Bangsar,Wangsa Maju,Bank Rakyat Bangsar,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,3625,14,15,3.625
