origin,destination,od_pair,fare_rm,time_min,route,transfer_count,transfer_group,fare_label,time_label
Gombak,Taman Melati,Gombak → Taman Melati,1.3,3.0,KJL[Gombak > Taman Melati],0,Direct journey,RM 1.30,3 min
Gombak,Wangsa Maju,Gombak → Wangsa Maju,1.8,7.0,KJL[Gombak > Wangsa Maju],0,Direct journey,RM 1.80,7 min
Gombak,Sri Rampai,Gombak → Sri Rampai,1.9,9.0,KJL[Gombak > Sri Rampai],0,Direct journey,RM 1.90,9 min
Gombak,Setiawangsa,Gombak → Setiawangsa,2.5,15.0,KJL[Gombak > Setiawangsa],0,Direct journey,RM 2.50,15 min
Gombak,Jelatek,Gombak → Jelatek,2.7,17.0,KJL[Gombak > Jelatek],0,Direct journey,RM 2.70,17 min
Gombak,Dato' Keramat,Gombak → Dato' Keramat,2.6,18.0,KJL[Gombak > Dato' Keramat],0,Direct journey,RM 2.60,18 min
Gombak,Damai,Gombak → Damai,2.7,19.0,KJL[Gombak > Damai],0,Direct journey,RM 2.70,19 min
Gombak,Ampang Park,Gombak → Ampang Park,2.9,21.0,KJL[Gombak > Ampang Park],0,Direct journey,RM 2.90,21 min
Gombak,KLCC,Gombak → KLCC,3.1,22.0,KJL[Gombak > KLCC],0,Direct journey,RM 3.10,22 min
Gombak,Kampung Baru,Gombak → Kampung Baru,3.3,24.0,KJL[Gombak > Kampung Baru],0,Direct journey,RM 3.30,24 min
Gombak,Dang Wangi,Gombak → Dang Wangi,3.1,26.0,KJL[Gombak > Dang Wangi],0,Direct journey,RM 3.10,26 min
Gombak,Masjid Jamek (KJL),Gombak → Masjid Jamek (KJL),3.2,28.0,KJL[Gombak > Masjid Jamek (KJL)],0,Direct journey,RM 3.20,28 min
Gombak,Pasar Seni (KJL),Gombak → Pasar Seni (KJL),3.4,29.0,KJL[Gombak > Pasar Seni (KJL)],0,Direct journey,RM 3.40,29 min
Gombak,KL Sentral (KJL),Gombak → KL Sentral (KJL),3.6,32.0,KJL[Gombak > KL Sentral (KJL)],0,Direct journey,RM 3.60,32 min
Gombak,Bangsar,Gombak → Bangsar,3.8,34.0,KJL[Gombak > Bangsar],0,Direct journey,RM 3.80,34 min
Gombak,Abdullah Hukum,Gombak → Abdullah Hukum,3.8,37.0,KJL[Gombak > Abdullah Hukum],0,Direct journey,RM 3.80,37 min
Gombak,Kerinchi,Gombak → Kerinchi,3.5,38.0,KJL[Gombak > Kerinchi],0,Direct journey,RM 3.50,38 min
Gombak,Universiti,Gombak → Universiti,3.6,40.0,KJL[Gombak > Universiti],0,Direct journey,RM 3.60,40 min
Gombak,Taman Jaya,Gombak → Taman Jaya,3.1,44.0,KJL[Gombak > Taman Jaya],0,Direct journey,RM 3.10,44 min
Gombak,Asia Jaya,Gombak → Asia Jaya,3.2,46.0,KJL[Gombak > Asia Jaya],0,Direct journey,RM 3.20,46 min
Gombak,Taman Paramount,Gombak → Taman Paramount,3.4,49.0,KJL[Gombak > Taman Paramount],0,Direct journey,RM 3.40,49 min
Gombak,Taman Bahagia,Gombak → Taman Bahagia,3.5,52.0,KJL[Gombak > Taman Bahagia],0,Direct journey,RM 3.50,52 min
Gombak,Kelana Jaya,Gombak → Kelana Jaya,3.6,54.0,KJL[Gombak > Kelana Jaya],0,Direct journey,RM 3.60,54 min
Gombak,Lembah Subang,Gombak → Lembah Subang,3.7,57.0,KJL[Gombak > Lembah Subang],0,Direct journey,RM 3.70,57 min
Gombak,Ara Damansara,Gombak → Ara Damansara,3.9,59.0,KJL[Gombak > Ara Damansara],0,Direct journey,RM 3.90,59 min
Gombak,Glenmarie,Gombak → Glenmarie,4.1,62.0,KJL[Gombak > Glenmarie],0,Direct journey,RM 4.10,62 min
Gombak,Subang Jaya,Gombak → Subang Jaya,4.2,63.0,KJL[Gombak > Subang Jaya],0,Direct journey,RM 4.20,63 min
Gombak,SS 15,Gombak → SS 15,4.3,67.0,KJL[Gombak > SS 15],0,Direct journey,RM 4.30,67 min
Gombak,SS 18,Gombak → SS 18,4.4,69.0,KJL[Gombak > SS 18],0,Direct journey,RM 4.40,69 min
Gombak,USJ 7 (KJL),Gombak → USJ 7 (KJL),4.6,72.0,KJL[Gombak > USJ 7 (KJL)],0,Direct journey,RM 4.60,72 min
Gombak,Taipan,Gombak → Taipan,4.7,73.0,KJL[Gombak > Taipan],0,Direct journey,RM 4.70,73 min
Gombak,Wawasan,Gombak → Wawasan,4.8,76.0,KJL[Gombak > Wawasan],0,Direct journey,RM 4.80,76 min
Gombak,USJ 21,Gombak → USJ 21,4.9,78.0,KJL[Gombak > USJ 21],0,Direct journey,RM 4.90,78 min
Gombak,Alam Megah,Gombak → Alam Megah,5.1,81.0,KJL[Gombak > Alam Megah],0,Direct journey,RM 5.10,81 min
Gombak,Subang Alam,Gombak → Subang Alam,5.2,84.0,KJL[Gombak > Subang Alam],0,Direct journey,RM 5.20,84 min
Gombak,Putra Heights (KJL),Gombak → Putra Heights (KJL),5.3,88.0,KJL[Gombak > Putra Heights (KJL)],0,Direct journey,RM 5.30,88 min
Gombak,Sungai Buloh,Gombak → Sungai Buloh,5.7,66.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Sungai Buloh],1,1+ transfer,RM 5.70,66 min
Gombak,Kampung Selamat,Gombak → Kampung Selamat,6.3,64.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kampung Selamat],1,1+ transfer,RM 6.30,64 min
Gombak,Kwasa Damansara,Gombak → Kwasa Damansara,6.0,62.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kwasa Damansara],1,1+ transfer,RM 6.00,62 min
Gombak,Kwasa Sentral,Gombak → Kwasa Sentral,5.8,59.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kwasa Sentral],1,1+ transfer,RM 5.80,59 min
Gombak,Kota Damansara,Gombak → Kota Damansara,6.0,56.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kota Damansara],1,1+ transfer,RM 6.00,56 min
Gombak,Surian,Gombak → Surian,5.7,53.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Surian],1,1+ transfer,RM 5.70,53 min
Gombak,Mutiara Damansara,Gombak → Mutiara Damansara,5.9,50.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Mutiara Damansara],1,1+ transfer,RM 5.90,50 min
Gombak,Bandar Utama,Gombak → Bandar Utama,5.6,48.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bandar Utama],1,1+ transfer,RM 5.60,48 min
Gombak,TTDI,Gombak → TTDI,5.2,45.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > TTDI],1,1+ transfer,RM 5.20,45 min
Gombak,Phileo Damansara,Gombak → Phileo Damansara,5.3,42.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Phileo Damansara],1,1+ transfer,RM 5.30,42 min
Gombak,Pusat Bandar Damansara,Gombak → Pusat Bandar Damansara,4.6,38.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Pusat Bandar Damansara],1,1+ transfer,RM 4.60,38 min
Gombak,Semantan,Gombak → Semantan,4.4,36.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Semantan],1,1+ transfer,RM 4.40,36 min
Gombak,Muzium Negara,Gombak → Muzium Negara,3.7,32.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Muzium Negara],1,1+ transfer,RM 3.70,32 min
Gombak,Pasar Seni (SBK),Gombak → Pasar Seni (SBK),3.4,30.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Pasar Seni (SBK)],1,1+ transfer,RM 3.40,30 min
Gombak,Merdeka,Gombak → Merdeka,3.5,31.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Merdeka],1,1+ transfer,RM 3.50,31 min
Gombak,Bukit Bintang,Gombak → Bukit Bintang,3.8,34.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bukit Bintang],1,1+ transfer,RM 3.80,34 min
Gombak,Tun Razak Exchange (TRX),Gombak → Tun Razak Exchange (TRX),4.1,36.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Tun Razak Exchange (TRX)],1,1+ transfer,RM 4.10,36 min
Gombak,Cochrane,Gombak → Cochrane,4.4,39.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Cochrane],1,1+ transfer,RM 4.40,39 min
Gombak,Maluri (SBK),Gombak → Maluri (SBK),4.4,40.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Maluri (SBK)],1,1+ transfer,RM 4.40,40 min
Gombak,Taman Pertama,Gombak → Taman Pertama,4.9,44.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Pertama],1,1+ transfer,RM 4.90,44 min
Gombak,Taman Midah,Gombak → Taman Midah,5.1,46.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Midah],1,1+ transfer,RM 5.10,46 min
Gombak,Taman Mutiara,Gombak → Taman Mutiara,5.4,48.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Mutiara],1,1+ transfer,RM 5.40,48 min
Gombak,Taman Connaught,Gombak → Taman Connaught,5.8,51.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Connaught],1,1+ transfer,RM 5.80,51 min
Gombak,Taman Suntex,Gombak → Taman Suntex,6.3,53.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Suntex],1,1+ transfer,RM 6.30,53 min
Gombak,Sri Raya,Gombak → Sri Raya,6.2,56.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Sri Raya],1,1+ transfer,RM 6.20,56 min
Gombak,Bandar Tun Hussein Onn,Gombak → Bandar Tun Hussein Onn,6.5,58.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bandar Tun Hussein Onn],1,1+ transfer,RM 6.50,58 min
Gombak,Batu 11 Cheras,Gombak → Batu 11 Cheras,6.7,60.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Batu 11 Cheras],1,1+ transfer,RM 6.70,60 min
Gombak,Bukit Dukung,Gombak → Bukit Dukung,6.6,63.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bukit Dukung],1,1+ transfer,RM 6.60,63 min
Gombak,Sungai Jernih,Gombak → Sungai Jernih,7.1,67.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Sungai Jernih],1,1+ transfer,RM 7.10,67 min
Gombak,Stadium Kajang,Gombak → Stadium Kajang,7.2,68.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Stadium Kajang],1,1+ transfer,RM 7.20,68 min
Gombak,Kajang,Gombak → Kajang,6.8,71.0,KJL[Gombak > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kajang],1,1+ transfer,RM 6.80,71 min
Taman Melati,Wangsa Maju,Taman Melati → Wangsa Maju,1.4,4.0,KJL[Taman Melati > Wangsa Maju],0,Direct journey,RM 1.40,4 min
Taman Melati,Sri Rampai,Taman Melati → Sri Rampai,1.6,6.0,KJL[Taman Melati > Sri Rampai],0,Direct journey,RM 1.60,6 min
Taman Melati,Setiawangsa,Taman Melati → Setiawangsa,2.1,12.0,KJL[Taman Melati > Setiawangsa],0,Direct journey,RM 2.10,12 min
Taman Melati,Jelatek,Taman Melati → Jelatek,2.4,14.0,KJL[Taman Melati > Jelatek],0,Direct journey,RM 2.40,14 min
Taman Melati,Dato' Keramat,Taman Melati → Dato' Keramat,2.5,15.0,KJL[Taman Melati > Dato' Keramat],0,Direct journey,RM 2.50,15 min
Taman Melati,Damai,Taman Melati → Damai,2.7,16.0,KJL[Taman Melati > Damai],0,Direct journey,RM 2.70,16 min
Taman Melati,Ampang Park,Taman Melati → Ampang Park,2.6,18.0,KJL[Taman Melati > Ampang Park],0,Direct journey,RM 2.60,18 min
Taman Melati,KLCC,Taman Melati → KLCC,2.8,19.0,KJL[Taman Melati > KLCC],0,Direct journey,RM 2.80,19 min
Taman Melati,Kampung Baru,Taman Melati → Kampung Baru,3.0,21.0,KJL[Taman Melati > Kampung Baru],0,Direct journey,RM 3.00,21 min
Taman Melati,Dang Wangi,Taman Melati → Dang Wangi,3.2,23.0,KJL[Taman Melati > Dang Wangi],0,Direct journey,RM 3.20,23 min
Taman Melati,Masjid Jamek (KJL),Taman Melati → Masjid Jamek (KJL),3.4,25.0,KJL[Taman Melati > Masjid Jamek (KJL)],0,Direct journey,RM 3.40,25 min
Taman Melati,Pasar Seni (KJL),Taman Melati → Pasar Seni (KJL),3.2,26.0,KJL[Taman Melati > Pasar Seni (KJL)],0,Direct journey,RM 3.20,26 min
Taman Melati,KL Sentral (KJL),Taman Melati → KL Sentral (KJL),3.4,29.0,KJL[Taman Melati > KL Sentral (KJL)],0,Direct journey,RM 3.40,29 min
Taman Melati,Bangsar,Taman Melati → Bangsar,3.5,31.0,KJL[Taman Melati > Bangsar],0,Direct journey,RM 3.50,31 min
Taman Melati,Abdullah Hukum,Taman Melati → Abdullah Hukum,3.5,34.0,KJL[Taman Melati > Abdullah Hukum],0,Direct journey,RM 3.50,34 min
Taman Melati,Kerinchi,Taman Melati → Kerinchi,3.3,35.0,KJL[Taman Melati > Kerinchi],0,Direct journey,RM 3.30,35 min
Taman Melati,Universiti,Taman Melati → Universiti,3.4,37.0,KJL[Taman Melati > Universiti],0,Direct journey,RM 3.40,37 min
Taman Melati,Taman Jaya,Taman Melati → Taman Jaya,3.7,41.0,KJL[Taman Melati > Taman Jaya],0,Direct journey,RM 3.70,41 min
Taman Melati,Asia Jaya,Taman Melati → Asia Jaya,3.8,43.0,KJL[Taman Melati > Asia Jaya],0,Direct journey,RM 3.80,43 min
Taman Melati,Taman Paramount,Taman Melati → Taman Paramount,3.2,46.0,KJL[Taman Melati > Taman Paramount],0,Direct journey,RM 3.20,46 min
Taman Melati,Taman Bahagia,Taman Melati → Taman Bahagia,3.3,49.0,KJL[Taman Melati > Taman Bahagia],0,Direct journey,RM 3.30,49 min
Taman Melati,Kelana Jaya,Taman Melati → Kelana Jaya,3.4,51.0,KJL[Taman Melati > Kelana Jaya],0,Direct journey,RM 3.40,51 min
Taman Melati,Lembah Subang,Taman Melati → Lembah Subang,3.7,54.0,KJL[Taman Melati > Lembah Subang],0,Direct journey,RM 3.70,54 min
Taman Melati,Ara Damansara,Taman Melati → Ara Damansara,3.8,56.0,KJL[Taman Melati > Ara Damansara],0,Direct journey,RM 3.80,56 min
Taman Melati,Glenmarie,Taman Melati → Glenmarie,3.9,59.0,KJL[Taman Melati > Glenmarie],0,Direct journey,RM 3.90,59 min
Taman Melati,Subang Jaya,Taman Melati → Subang Jaya,4.1,60.0,KJL[Taman Melati > Subang Jaya],0,Direct journey,RM 4.10,60 min
Taman Melati,SS 15,Taman Melati → SS 15,4.2,64.0,KJL[Taman Melati > SS 15],0,Direct journey,RM 4.20,64 min
Taman Melati,SS 18,Taman Melati → SS 18,4.3,66.0,KJL[Taman Melati > SS 18],0,Direct journey,RM 4.30,66 min
Taman Melati,USJ 7 (KJL),Taman Melati → USJ 7 (KJL),4.5,69.0,KJL[Taman Melati > USJ 7 (KJL)],0,Direct journey,RM 4.50,69 min
Taman Melati,Taipan,Taman Melati → Taipan,4.5,70.0,KJL[Taman Melati > Taipan],0,Direct journey,RM 4.50,70 min
Taman Melati,Wawasan,Taman Melati → Wawasan,4.7,73.0,KJL[Taman Melati > Wawasan],0,Direct journey,RM 4.70,73 min
Taman Melati,USJ 21,Taman Melati → USJ 21,4.8,75.0,KJL[Taman Melati > USJ 21],0,Direct journey,RM 4.80,75 min
Taman Melati,Alam Megah,Taman Melati → Alam Megah,4.9,78.0,KJL[Taman Melati > Alam Megah],0,Direct journey,RM 4.90,78 min
Taman Melati,Subang Alam,Taman Melati → Subang Alam,5.1,81.0,KJL[Taman Melati > Subang Alam],0,Direct journey,RM 5.10,81 min
Taman Melati,Putra Heights (KJL),Taman Melati → Putra Heights (KJL),5.1,85.0,KJL[Taman Melati > Putra Heights (KJL)],0,Direct journey,RM 5.10,85 min
Taman Melati,Sungai Buloh,Taman Melati → Sungai Buloh,5.4,63.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Sungai Buloh],1,1+ transfer,RM 5.40,63 min
Taman Melati,Kampung Selamat,Taman Melati → Kampung Selamat,6.0,61.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kampung Selamat],1,1+ transfer,RM 6.00,61 min
Taman Melati,Kwasa Damansara,Taman Melati → Kwasa Damansara,5.7,59.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kwasa Damansara],1,1+ transfer,RM 5.70,59 min
Taman Melati,Kwasa Sentral,Taman Melati → Kwasa Sentral,5.6,56.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kwasa Sentral],1,1+ transfer,RM 5.60,56 min
Taman Melati,Kota Damansara,Taman Melati → Kota Damansara,5.7,53.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kota Damansara],1,1+ transfer,RM 5.70,53 min
Taman Melati,Surian,Taman Melati → Surian,5.5,50.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Surian],1,1+ transfer,RM 5.50,50 min
Taman Melati,Mutiara Damansara,Taman Melati → Mutiara Damansara,5.6,47.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Mutiara Damansara],1,1+ transfer,RM 5.60,47 min
Taman Melati,Bandar Utama,Taman Melati → Bandar Utama,5.3,45.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bandar Utama],1,1+ transfer,RM 5.30,45 min
Taman Melati,TTDI,Taman Melati → TTDI,5.0,42.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > TTDI],1,1+ transfer,RM 5.00,42 min
Taman Melati,Phileo Damansara,Taman Melati → Phileo Damansara,5.0,39.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Phileo Damansara],1,1+ transfer,RM 5.00,39 min
Taman Melati,Pusat Bandar Damansara,Taman Melati → Pusat Bandar Damansara,4.2,35.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Pusat Bandar Damansara],1,1+ transfer,RM 4.20,35 min
Taman Melati,Semantan,Taman Melati → Semantan,4.2,33.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Semantan],1,1+ transfer,RM 4.20,33 min
Taman Melati,Muzium Negara,Taman Melati → Muzium Negara,3.5,29.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Muzium Negara],1,1+ transfer,RM 3.50,29 min
Taman Melati,Pasar Seni (SBK),Taman Melati → Pasar Seni (SBK),3.2,27.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Pasar Seni (SBK)],1,1+ transfer,RM 3.20,27 min
Taman Melati,Merdeka,Taman Melati → Merdeka,3.6,28.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Merdeka],1,1+ transfer,RM 3.60,28 min
Taman Melati,Bukit Bintang,Taman Melati → Bukit Bintang,3.9,31.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bukit Bintang],1,1+ transfer,RM 3.90,31 min
Taman Melati,Tun Razak Exchange (TRX),Taman Melati → Tun Razak Exchange (TRX),4.3,33.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Tun Razak Exchange (TRX)],1,1+ transfer,RM 4.30,33 min
Taman Melati,Cochrane,Taman Melati → Cochrane,4.6,36.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Cochrane],1,1+ transfer,RM 4.60,36 min
Taman Melati,Maluri (SBK),Taman Melati → Maluri (SBK),4.6,37.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Maluri (SBK)],1,1+ transfer,RM 4.60,37 min
Taman Melati,Taman Pertama,Taman Melati → Taman Pertama,5.1,41.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Pertama],1,1+ transfer,RM 5.10,41 min
Taman Melati,Taman Midah,Taman Melati → Taman Midah,5.3,43.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Midah],1,1+ transfer,RM 5.30,43 min
Taman Melati,Taman Mutiara,Taman Melati → Taman Mutiara,5.6,45.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Mutiara],1,1+ transfer,RM 5.60,45 min
Taman Melati,Taman Connaught,Taman Melati → Taman Connaught,5.9,48.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Connaught],1,1+ transfer,RM 5.90,48 min
Taman Melati,Taman Suntex,Taman Melati → Taman Suntex,6.4,50.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Suntex],1,1+ transfer,RM 6.40,50 min
Taman Melati,Sri Raya,Taman Melati → Sri Raya,6.4,53.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Sri Raya],1,1+ transfer,RM 6.40,53 min
Taman Melati,Bandar Tun Hussein Onn,Taman Melati → Bandar Tun Hussein Onn,6.7,55.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bandar Tun Hussein Onn],1,1+ transfer,RM 6.70,55 min
Taman Melati,Batu 11 Cheras,Taman Melati → Batu 11 Cheras,6.8,57.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Batu 11 Cheras],1,1+ transfer,RM 6.80,57 min
Taman Melati,Bukit Dukung,Taman Melati → Bukit Dukung,6.7,60.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bukit Dukung],1,1+ transfer,RM 6.70,60 min
Taman Melati,Sungai Jernih,Taman Melati → Sungai Jernih,7.2,64.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Sungai Jernih],1,1+ transfer,RM 7.20,64 min
Taman Melati,Stadium Kajang,Taman Melati → Stadium Kajang,7.3,65.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Stadium Kajang],1,1+ transfer,RM 7.30,65 min
Taman Melati,Kajang,Taman Melati → Kajang,7.0,68.0,KJL[Taman Melati > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kajang],1,1+ transfer,RM 7.00,68 min
Wangsa Maju,Sri Rampai,Wangsa Maju → Sri Rampai,1.8,2.0,KJL[Wangsa Maju > Sri Rampai],0,Direct journey,RM 1.80,2 min
Wangsa Maju,Setiawangsa,Wangsa Maju → Setiawangsa,1.8,8.0,KJL[Wangsa Maju > Setiawangsa],0,Direct journey,RM 1.80,8 min
Wangsa Maju,Jelatek,Wangsa Maju → Jelatek,1.9,10.0,KJL[Wangsa Maju > Jelatek],0,Direct journey,RM 1.90,10 min
Wangsa Maju,Dato' Keramat,Wangsa Maju → Dato' Keramat,2.0,11.0,KJL[Wangsa Maju > Dato' Keramat],0,Direct journey,RM 2.00,11 min
Wangsa Maju,Damai,Wangsa Maju → Damai,2.2,12.0,KJL[Wangsa Maju > Damai],0,Direct journey,RM 2.20,12 min
Wangsa Maju,Ampang Park,Wangsa Maju → Ampang Park,2.5,14.0,KJL[Wangsa Maju > Ampang Park],0,Direct journey,RM 2.50,14 min
Wangsa Maju,KLCC,Wangsa Maju → KLCC,2.7,15.0,KJL[Wangsa Maju > KLCC],0,Direct journey,RM 2.70,15 min
Wangsa Maju,Kampung Baru,Wangsa Maju → Kampung Baru,2.6,17.0,KJL[Wangsa Maju > Kampung Baru],0,Direct journey,RM 2.60,17 min
Wangsa Maju,Dang Wangi,Wangsa Maju → Dang Wangi,2.8,19.0,KJL[Wangsa Maju > Dang Wangi],0,Direct journey,RM 2.80,19 min
Wangsa Maju,Masjid Jamek (KJL),Wangsa Maju → Masjid Jamek (KJL),3.0,21.0,KJL[Wangsa Maju > Masjid Jamek (KJL)],0,Direct journey,RM 3.00,21 min
Wangsa Maju,Pasar Seni (KJL),Wangsa Maju → Pasar Seni (KJL),3.2,22.0,KJL[Wangsa Maju > 1],0,Direct journey,RM 3.20,22 min
Wangsa Maju,KL Sentral (KJL),Wangsa Maju → KL Sentral (KJL),3.1,25.0,KJL[Wangsa Maju > KL Sentral (KJL)],0,Direct journey,RM 3.10,25 min
Wangsa Maju,Bangsar,Wangsa Maju → Bangsar,3.2,27.0,KJL[Wangsa Maju > Bangsar],0,Direct journey,RM 3.20,27 min
Wangsa Maju,Abdullah Hukum,Wangsa Maju → Abdullah Hukum,3.2,30.0,KJL[Wangsa Maju > Abdullah Hukum],0,Direct journey,RM 3.20,30 min
Wangsa Maju,Kerinchi,Wangsa Maju → Kerinchi,3.6,31.0,KJL[Wangsa Maju > Kerinchi],0,Direct journey,RM 3.60,31 min
Wangsa Maju,Universiti,Wangsa Maju → Universiti,3.7,33.0,KJL[Wangsa Maju > Universiti],0,Direct journey,RM 3.70,33 min
Wangsa Maju,Taman Jaya,Wangsa Maju → Taman Jaya,3.4,37.0,KJL[Wangsa Maju > Taman Jaya],0,Direct journey,RM 3.40,37 min
Wangsa Maju,Asia Jaya,Wangsa Maju → Asia Jaya,3.5,39.0,KJL[Wangsa Maju > Asia Jaya],0,Direct journey,RM 3.50,39 min
Wangsa Maju,Taman Paramount,Wangsa Maju → Taman Paramount,3.7,42.0,KJL[Wangsa Maju > Taman Paramount],0,Direct journey,RM 3.70,42 min
Wangsa Maju,Taman Bahagia,Wangsa Maju → Taman Bahagia,3.1,45.0,KJL[Wangsa Maju > Taman Bahagia],0,Direct journey,RM 3.10,45 min
Wangsa Maju,Kelana Jaya,Wangsa Maju → Kelana Jaya,3.2,47.0,KJL[Wangsa Maju > Kelana Jaya],0,Direct journey,RM 3.20,47 min
Wangsa Maju,Lembah Subang,Wangsa Maju → Lembah Subang,3.5,50.0,KJL[Wangsa Maju > Lembah Subang],0,Direct journey,RM 3.50,50 min
Wangsa Maju,Ara Damansara,Wangsa Maju → Ara Damansara,3.6,52.0,KJL[Wangsa Maju > Ara Damansara],0,Direct journey,RM 3.60,52 min
Wangsa Maju,Glenmarie,Wangsa Maju → Glenmarie,3.7,55.0,KJL[Wangsa Maju > Glenmarie],0,Direct journey,RM 3.70,55 min
Wangsa Maju,Subang Jaya,Wangsa Maju → Subang Jaya,3.9,56.0,KJL[Wangsa Maju > Subang Jaya],0,Direct journey,RM 3.90,56 min
