origin,destination,od_pair,fare_rm,time_min,route,transfer_count,transfer_group,fare_label,time_label
Alam Megah,Sungai Jernih,Alam Megah → Sungai Jernih,7.0,90.0,KJL[Alam Megah > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Sungai Jernih],1,1+ transfer,RM 7.00,90 min
Alam Megah,Stadium Kajang,Alam Megah → Stadium Kajang,7.1,91.0,KJL[Alam Megah > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Stadium Kajang],1,1+ transfer,RM 7.10,91 min
Alam Megah,Kajang,Alam Megah → Kajang,6.7,94.0,KJL[Alam Megah > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kajang],1,1+ transfer,RM 6.70,94 min
Subang Alam,Putra Heights (KJL),Subang Alam → Putra Heights (KJL),1.3,4.0,KJL[Subang Alam > Putra Heights (KJL)],0,Direct journey,RM 1.30,4 min
Subang Alam,Sungai Buloh,Subang Alam → Sungai Buloh,5.9,92.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Sungai Buloh],1,1+ transfer,RM 5.90,92 min
Subang Alam,Kampung Selamat,Subang Alam → Kampung Selamat,6.5,90.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kampung Selamat],1,1+ transfer,RM 6.50,90 min
Subang Alam,Kwasa Damansara,Subang Alam → Kwasa Damansara,6.1,88.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kwasa Damansara],1,1+ transfer,RM 6.10,88 min
Subang Alam,Kwasa Sentral,Subang Alam → Kwasa Sentral,6.0,85.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kwasa Sentral],1,1+ transfer,RM 6.00,85 min
Subang Alam,Kota Damansara,Subang Alam → Kota Damansara,6.2,82.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kota Damansara],1,1+ transfer,RM 6.20,82 min
Subang Alam,Surian,Subang Alam → Surian,5.9,79.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Surian],1,1+ transfer,RM 5.90,79 min
Subang Alam,Mutiara Damansara,Subang Alam → Mutiara Damansara,6.0,76.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Mutiara Damansara],1,1+ transfer,RM 6.00,76 min
Subang Alam,Bandar Utama,Subang Alam → Bandar Utama,5.7,74.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bandar Utama],1,1+ transfer,RM 5.70,74 min
Subang Alam,TTDI,Subang Alam → TTDI,5.4,71.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > TTDI],1,1+ transfer,RM 5.40,71 min
Subang Alam,Phileo Damansara,Subang Alam → Phileo Damansara,5.5,68.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Phileo Damansara],1,1+ transfer,RM 5.50,68 min
Subang Alam,Pusat Bandar Damansara,Subang Alam → Pusat Bandar Damansara,4.8,64.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Pusat Bandar Damansara],1,1+ transfer,RM 4.80,64 min
Subang Alam,Semantan,Subang Alam → Semantan,4.6,62.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Semantan],1,1+ transfer,RM 4.60,62 min
Subang Alam,Muzium Negara,Subang Alam → Muzium Negara,3.9,58.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Muzium Negara],1,1+ transfer,RM 3.90,58 min
Subang Alam,Pasar Seni (SBK),Subang Alam → Pasar Seni (SBK),3.6,56.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Pasar Seni (SBK)],1,1+ transfer,RM 3.60,56 min
Subang Alam,Merdeka,Subang Alam → Merdeka,3.8,57.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Merdeka],1,1+ transfer,RM 3.80,57 min
Subang Alam,Bukit Bintang,Subang Alam → Bukit Bintang,4.1,60.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bukit Bintang],1,1+ transfer,RM 4.10,60 min
Subang Alam,Tun Razak Exchange (TRX),Subang Alam → Tun Razak Exchange (TRX),4.4,62.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Tun Razak Exchange (TRX)],1,1+ transfer,RM 4.40,62 min
Subang Alam,Cochrane,Subang Alam → Cochrane,4.6,65.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Cochrane],1,1+ transfer,RM 4.60,65 min
Subang Alam,Maluri (SBK),Subang Alam → Maluri (SBK),4.0,66.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Maluri (SBK)],1,1+ transfer,RM 4.00,66 min
Subang Alam,Taman Pertama,Subang Alam → Taman Pertama,4.5,70.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Pertama],1,1+ transfer,RM 4.50,70 min
Subang Alam,Taman Midah,Subang Alam → Taman Midah,4.7,72.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Midah],1,1+ transfer,RM 4.70,72 min
Subang Alam,Taman Mutiara,Subang Alam → Taman Mutiara,5.0,74.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Mutiara],1,1+ transfer,RM 5.00,74 min
Subang Alam,Taman Connaught,Subang Alam → Taman Connaught,5.3,77.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Connaught],1,1+ transfer,RM 5.30,77 min
Subang Alam,Taman Suntex,Subang Alam → Taman Suntex,5.8,79.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Suntex],1,1+ transfer,RM 5.80,79 min
Subang Alam,Sri Raya,Subang Alam → Sri Raya,5.8,82.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Sri Raya],1,1+ transfer,RM 5.80,82 min
Subang Alam,Bandar Tun Hussein Onn,Subang Alam → Bandar Tun Hussein Onn,6.1,84.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bandar Tun Hussein Onn],1,1+ transfer,RM 6.10,84 min
Subang Alam,Batu 11 Cheras,Subang Alam → Batu 11 Cheras,6.2,86.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Batu 11 Cheras],1,1+ transfer,RM 6.20,86 min
Subang Alam,Bukit Dukung,Subang Alam → Bukit Dukung,6.1,89.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bukit Dukung],1,1+ transfer,RM 6.10,89 min
Subang Alam,Sungai Jernih,Subang Alam → Sungai Jernih,6.6,93.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Sungai Jernih],1,1+ transfer,RM 6.60,93 min
Subang Alam,Stadium Kajang,Subang Alam → Stadium Kajang,6.7,94.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Stadium Kajang],1,1+ transfer,RM 6.70,94 min
Subang Alam,Kajang,Subang Alam → Kajang,6.4,97.0,KJL[Subang Alam > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kajang],1,1+ transfer,RM 6.40,97 min
Putra Heights (KJL),Sungai Buloh,Putra Heights (KJL) → Sungai Buloh,6.0,96.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Sungai Buloh],1,1+ transfer,RM 6.00,96 min
Putra Heights (KJL),Kampung Selamat,Putra Heights (KJL) → Kampung Selamat,6.6,94.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kampung Selamat],1,1+ transfer,RM 6.60,94 min
Putra Heights (KJL),Kwasa Damansara,Putra Heights (KJL) → Kwasa Damansara,6.3,92.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kwasa Damansara],1,1+ transfer,RM 6.30,92 min
Putra Heights (KJL),Kwasa Sentral,Putra Heights (KJL) → Kwasa Sentral,6.2,89.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kwasa Sentral],1,1+ transfer,RM 6.20,89 min
Putra Heights (KJL),Kota Damansara,Putra Heights (KJL) → Kota Damansara,6.3,86.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kota Damansara],1,1+ transfer,RM 6.30,86 min
Putra Heights (KJL),Surian,Putra Heights (KJL) → Surian,6.1,83.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Surian],1,1+ transfer,RM 6.10,83 min
Putra Heights (KJL),Mutiara Damansara,Putra Heights (KJL) → Mutiara Damansara,6.2,80.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Mutiara Damansara],1,1+ transfer,RM 6.20,80 min
Putra Heights (KJL),Bandar Utama,Putra Heights (KJL) → Bandar Utama,5.9,78.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bandar Utama],1,1+ transfer,RM 5.90,78 min
Putra Heights (KJL),TTDI,Putra Heights (KJL) → TTDI,5.6,75.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > TTDI],1,1+ transfer,RM 5.60,75 min
Putra Heights (KJL),Phileo Damansara,Putra Heights (KJL) → Phileo Damansara,5.6,72.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Phileo Damansara],1,1+ transfer,RM 5.60,72 min
Putra Heights (KJL),Pusat Bandar Damansara,Putra Heights (KJL) → Pusat Bandar Damansara,5.0,68.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Pusat Bandar Damansara],1,1+ transfer,RM 5.00,68 min
Putra Heights (KJL),Semantan,Putra Heights (KJL) → Semantan,4.7,66.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Semantan],1,1+ transfer,RM 4.70,66 min
Putra Heights (KJL),Muzium Negara,Putra Heights (KJL) → Muzium Negara,4.1,62.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Muzium Negara],1,1+ transfer,RM 4.10,62 min
Putra Heights (KJL),Pasar Seni (SBK),Putra Heights (KJL) → Pasar Seni (SBK),3.7,60.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Pasar Seni (SBK)],1,1+ transfer,RM 3.70,60 min
Putra Heights (KJL),Merdeka,Putra Heights (KJL) → Merdeka,3.8,61.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Merdeka],1,1+ transfer,RM 3.80,61 min
Putra Heights (KJL),Bukit Bintang,Putra Heights (KJL) → Bukit Bintang,4.1,64.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bukit Bintang],1,1+ transfer,RM 4.10,64 min
Putra Heights (KJL),Tun Razak Exchange (TRX),Putra Heights (KJL) → Tun Razak Exchange (TRX),4.1,66.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Tun Razak Exchange (TRX)],1,1+ transfer,RM 4.10,66 min
Putra Heights (KJL),Cochrane,Putra Heights (KJL) → Cochrane,3.8,69.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Cochrane],1,1+ transfer,RM 3.80,69 min
Putra Heights (KJL),Maluri (SBK),Putra Heights (KJL) → Maluri (SBK),3.6,70.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Maluri (SBK)],1,1+ transfer,RM 3.60,70 min
Putra Heights (KJL),Taman Pertama,Putra Heights (KJL) → Taman Pertama,4.0,74.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Pertama],1,1+ transfer,RM 4.00,74 min
Putra Heights (KJL),Taman Midah,Putra Heights (KJL) → Taman Midah,4.3,76.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Midah],1,1+ transfer,RM 4.30,76 min
Putra Heights (KJL),Taman Mutiara,Putra Heights (KJL) → Taman Mutiara,4.6,78.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Mutiara],1,1+ transfer,RM 4.60,78 min
Putra Heights (KJL),Taman Connaught,Putra Heights (KJL) → Taman Connaught,4.9,81.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Connaught],1,1+ transfer,RM 4.90,81 min
Putra Heights (KJL),Taman Suntex,Putra Heights (KJL) → Taman Suntex,5.4,83.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Suntex],1,1+ transfer,RM 5.40,83 min
Putra Heights (KJL),Sri Raya,Putra Heights (KJL) → Sri Raya,5.4,86.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Sri Raya],1,1+ transfer,RM 5.40,86 min
Putra Heights (KJL),Bandar Tun Hussein Onn,Putra Heights (KJL) → Bandar Tun Hussein Onn,5.6,88.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bandar Tun Hussein Onn],1,1+ transfer,RM 5.60,88 min
Putra Heights (KJL),Batu 11 Cheras,Putra Heights (KJL) → Batu 11 Cheras,5.8,90.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Batu 11 Cheras],1,1+ transfer,RM 5.80,90 min
Putra Heights (KJL),Bukit Dukung,Putra Heights (KJL) → Bukit Dukung,5.7,93.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bukit Dukung],1,1+ transfer,RM 5.70,93 min
Putra Heights (KJL),Sungai Jernih,Putra Heights (KJL) → Sungai Jernih,6.2,97.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Sungai Jernih],1,1+ transfer,RM 6.20,97 min
Putra Heights (KJL),Stadium Kajang,Putra Heights (KJL) → Stadium Kajang,6.3,98.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Stadium Kajang],1,1+ transfer,RM 6.30,98 min
Putra Heights (KJL),Kajang,Putra Heights (KJL) → Kajang,5.9,101.0,KJL[Putra Heights (KJL) > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kajang],1,1+ transfer,RM 5.90,101 min
Sungai Buloh,Kampung Selamat,Sungai Buloh → Kampung Selamat,1.2,3.0,SBK[Sungai Buloh > Kampung Selamat],0,Direct journey,RM 1.20,3 min
Sungai Buloh,Kwasa Damansara,Sungai Buloh → Kwasa Damansara,1.8,5.0,SBK[Sungai Buloh > Kwasa Damansara],0,Direct journey,RM 1.80,5 min
Sungai Buloh,Kwasa Sentral,Sungai Buloh → Kwasa Sentral,2.0,15.0,SBK[Sungai Buloh > Kwasa Sentral],0,Direct journey,RM 2.00,15 min
Sungai Buloh,Kota Damansara,Sungai Buloh → Kota Damansara,2.6,19.0,SBK[Sungai Buloh > Kota Damansara],0,Direct journey,RM 2.60,19 min
Sungai Buloh,Surian,Sungai Buloh → Surian,2.7,21.0,SBK[Sungai Buloh > Surian],0,Direct journey,RM 2.70,21 min
Sungai Buloh,Mutiara Damansara,Sungai Buloh → Mutiara Damansara,3.1,23.0,SBK[Sungai Buloh > Mutiara Damansara],0,Direct journey,RM 3.10,23 min
Sungai Buloh,Bandar Utama,Sungai Buloh → Bandar Utama,3.3,25.0,SBK[Sungai Buloh > Bandar Utama],0,Direct journey,RM 3.30,25 min
Sungai Buloh,TTDI,Sungai Buloh → TTDI,3.2,28.0,SBK[Sungai Buloh > TTDI],0,Direct journey,RM 3.20,28 min
Sungai Buloh,Phileo Damansara,Sungai Buloh → Phileo Damansara,3.5,31.0,SBK[Sungai Buloh > Phileo Damansara],0,Direct journey,RM 3.50,31 min
Sungai Buloh,Pusat Bandar Damansara,Sungai Buloh → Pusat Bandar Damansara,3.3,34.0,SBK[Sungai Buloh > Pusat Bandar Damansara],0,Direct journey,RM 3.30,34 min
Sungai Buloh,Semantan,Sungai Buloh → Semantan,3.4,36.0,SBK[Sungai Buloh > Semantan],0,Direct journey,RM 3.40,36 min
Sungai Buloh,Muzium Negara,Sungai Buloh → Muzium Negara,3.1,37.0,SBK[Sungai Buloh > Muzium Negara],0,Direct journey,RM 3.10,37 min
Sungai Buloh,Pasar Seni (SBK),Sungai Buloh → Pasar Seni (SBK),3.2,39.0,SBK[Sungai Buloh > Pasar Seni (SBK)],0,Direct journey,RM 3.20,39 min
Sungai Buloh,Merdeka,Sungai Buloh → Merdeka,3.3,41.0,SBK[Sungai Buloh > Merdeka],0,Direct journey,RM 3.30,41 min
Sungai Buloh,Bukit Bintang,Sungai Buloh → Bukit Bintang,3.4,43.0,SBK[Sungai Buloh > Bukit Bintang],0,Direct journey,RM 3.40,43 min
Sungai Buloh,Tun Razak Exchange (TRX),Sungai Buloh → Tun Razak Exchange (TRX),3.5,46.0,SBK[Sungai Buloh > Tun Razak Exchange (TRX)],0,Direct journey,RM 3.50,46 min
Sungai Buloh,Cochrane,Sungai Buloh → Cochrane,3.6,49.0,SBK[Sungai Buloh > Cochrane],0,Direct journey,RM 3.60,49 min
Sungai Buloh,Maluri (SBK),Sungai Buloh → Maluri (SBK),3.7,50.0,SBK[Sungai Buloh > Maluri (SBK)],0,Direct journey,RM 3.70,50 min
Sungai Buloh,Taman Pertama,Sungai Buloh → Taman Pertama,3.9,54.0,SBK[Sungai Buloh > Taman Pertama],0,Direct journey,RM 3.90,54 min
Sungai Buloh,Taman Midah,Sungai Buloh → Taman Midah,4.0,56.0,SBK[Sungai Buloh > Taman Midah],0,Direct journey,RM 4.00,56 min
Sungai Buloh,Taman Mutiara,Sungai Buloh → Taman Mutiara,4.1,58.0,SBK[Sungai Buloh > Taman Mutiara],0,Direct journey,RM 4.10,58 min
Sungai Buloh,Taman Connaught,Sungai Buloh → Taman Connaught,4.3,61.0,SBK[Sungai Buloh > Taman Connaught],0,Direct journey,RM 4.30,61 min
Sungai Buloh,Taman Suntex,Sungai Buloh → Taman Suntex,4.5,63.0,SBK[Sungai Buloh > Taman Suntex],0,Direct journey,RM 4.50,63 min
Sungai Buloh,Sri Raya,Sungai Buloh → Sri Raya,4.6,66.0,SBK[Sungai Buloh > Sri Raya],0,Direct journey,RM 4.60,66 min
Sungai Buloh,Bandar Tun Hussein Onn,Sungai Buloh → Bandar Tun Hussein Onn,4.8,68.0,SBK[Sungai Buloh > Bandar Tun Hussein Onn],0,Direct journey,RM 4.80,68 min
Sungai Buloh,Batu 11 Cheras,Sungai Buloh → Batu 11 Cheras,4.8,70.0,SBK[Sungai Buloh > Batu 11 Cheras],0,Direct journey,RM 4.80,70 min
Sungai Buloh,Bukit Dukung,Sungai Buloh → Bukit Dukung,5.0,73.0,SBK[Sungai Buloh > Bukit Dukung],0,Direct journey,RM 5.00,73 min
Sungai Buloh,Sungai Jernih,Sungai Buloh → Sungai Jernih,6.2,77.0,SBK[Sungai Buloh > Sungai Jernih],0,Direct journey,RM 6.20,77 min
Sungai Buloh,Stadium Kajang,Sungai Buloh → Stadium Kajang,6.2,78.0,SBK[Sungai Buloh > Stadium Kajang],0,Direct journey,RM 6.20,78 min
Sungai Buloh,Kajang,Sungai Buloh → Kajang,6.4,81.0,SBK[Sungai Buloh > Kajang],0,Direct journey,RM 6.40,81 min
Kampung Selamat,Kwasa Damansara,Kampung Selamat → Kwasa Damansara,1.5,3.0,SBK[Kampung Selamat > Kwasa Damansara],0,Direct journey,RM 1.50,3 min
Kampung Selamat,Kwasa Sentral,Kampung Selamat → Kwasa Sentral,1.8,8.0,SBK[Kampung Selamat > Kwasa Sentral],0,Direct journey,RM 1.80,8 min
Kampung Selamat,Kota Damansara,Kampung Selamat → Kota Damansara,2.3,12.0,SBK[Kampung Selamat > Kota Damansara],0,Direct journey,RM 2.30,12 min
Kampung Selamat,Surian,Kampung Selamat → Surian,2.7,14.0,SBK[Kampung Selamat > Surian],0,Direct journey,RM 2.70,14 min
Kampung Selamat,Mutiara Damansara,Kampung Selamat → Mutiara Damansara,2.8,16.0,SBK[Kampung Selamat > Mutiara Damansara],0,Direct journey,RM 2.80,16 min
Kampung Selamat,Bandar Utama,Kampung Selamat → Bandar Utama,3.1,18.0,SBK[Kampung Selamat > Bandar Utama],0,Direct journey,RM 3.10,18 min
Kampung Selamat,TTDI,Kampung Selamat → TTDI,3.4,21.0,SBK[Kampung Selamat > TTDI],0,Direct journey,RM 3.40,21 min
Kampung Selamat,Phileo Damansara,Kampung Selamat → Phileo Damansara,3.3,24.0,SBK[Kampung Selamat > Phileo Damansara],0,Direct journey,RM 3.30,24 min
Kampung Selamat,Pusat Bandar Damansara,Kampung Selamat → Pusat Bandar Damansara,3.7,27.0,SBK[Kampung Selamat > Pusat Bandar Damansara],0,Direct journey,RM 3.70,27 min
Kampung Selamat,Semantan,Kampung Selamat → Semantan,3.3,29.0,SBK[Kampung Selamat > Semantan],0,Direct journey,RM 3.30,29 min
Kampung Selamat,Muzium Negara,Kampung Selamat → Muzium Negara,3.7,34.0,SBK[Kampung Selamat > Muzium Negara],0,Direct journey,RM 3.70,34 min
Kampung Selamat,Pasar Seni (SBK),Kampung Selamat → Pasar Seni (SBK),3.8,36.0,SBK[Kampung Selamat > Pasar Seni (SBK)],0,Direct journey,RM 3.80,36 min
Kampung Selamat,Merdeka,Kampung Selamat → Merdeka,3.2,38.0,SBK[Kampung Selamat > Merdeka],0,Direct journey,RM 3.20,38 min
Kampung Selamat,Bukit Bintang,Kampung Selamat → Bukit Bintang,3.3,40.0,SBK[Kampung Selamat > Bukit Bintang],0,Direct journey,RM 3.30,40 min
Kampung Selamat,Tun Razak Exchange (TRX),Kampung Selamat → Tun Razak Exchange (TRX),3.4,43.0,SBK[Kampung Selamat > Tun Razak Exchange (TRX)],0,Direct journey,RM 3.40,43 min
Kampung Selamat,Cochrane,Kampung Selamat → Cochrane,3.5,46.0,SBK[Kampung Selamat > Cochrane],0,Direct journey,RM 3.50,46 min
Kampung Selamat,Maluri (SBK),Kampung Selamat → Maluri (SBK),3.6,47.0,SBK[Kampung Selamat > Maluri (SBK)],0,Direct journey,RM 3.60,47 min
Kampung Selamat,Taman Pertama,Kampung Selamat → Taman Pertama,3.8,51.0,SBK[Kampung Selamat > Taman Pertama],0,Direct journey,RM 3.80,51 min
Kampung Selamat,Taman Midah,Kampung Selamat → Taman Midah,3.9,53.0,SBK[Kampung Selamat > Taman Midah],0,Direct journey,RM 3.90,53 min
Kampung Selamat,Taman Mutiara,Kampung Selamat → Taman Mutiara,4.0,61.0,SBK[Kampung Selamat > Taman Mutiara],0,Direct journey,RM 4.00,61 min
Kampung Selamat,Taman Connaught,Kampung Selamat → Taman Connaught,4.2,64.0,SBK[Kampung Selamat > Taman Connaught],0,Direct journey,RM 4.20,64 min
Kampung Selamat,Taman Suntex,Kampung Selamat → Taman Suntex,4.4,66.0,SBK[Kampung Selamat > Taman Suntex],0,Direct journey,RM 4.40,66 min
Kampung Selamat,Sri Raya,Kampung Selamat → Sri Raya,4.5,69.0,SBK[Kampung Selamat > Sri Raya],0,Direct journey,RM 4.50,69 min
Kampung Selamat,Bandar Tun Hussein Onn,Kampung Selamat → Bandar Tun Hussein Onn,4.6,71.0,SBK[Kampung Selamat > Bandar Tun Hussein Onn],0,Direct journey,RM 4.60,71 min
Kampung Selamat,Batu 11 Cheras,Kampung Selamat → Batu 11 Cheras,4.7,73.0,SBK[Kampung Selamat > Batu 11 Cheras],0,Direct journey,RM 4.70,73 min
Kampung Selamat,Bukit Dukung,Kampung Selamat → Bukit Dukung,4.9,76.0,SBK[Kampung Selamat > Bukit Dukung],0,Direct journey,RM 4.90,76 min
Kampung Selamat,Sungai Jernih,Kampung Selamat → Sungai Jernih,6.0,70.0,SBK[Kampung Selamat > Sungai Jernih],0,Direct journey,RM 6.00,70 min
Kampung Selamat,Stadium Kajang,Kampung Selamat → Stadium Kajang,6.1,71.0,SBK[Kampung Selamat > Stadium Kajang],0,Direct journey,RM 6.10,71 min
Kampung Selamat,Kajang,Kampung Selamat → Kajang,6.3,74.0,SBK[Kampung Selamat > Kajang],0,Direct journey,RM 6.30,74 min
Kwasa Damansara,Kwasa Sentral,Kwasa Damansara → Kwasa Sentral,1.1,3.0,SBK[Kwasa Damansara > Kwasa Sentral],0,Direct journey,RM 1.10,3 min
Kwasa Damansara,Kota Damansara,Kwasa Damansara → Kota Damansara,1.8,7.0,SBK[Kwasa Damansara > Kota Damansara],0,Direct journey,RM 1.80,7 min
Kwasa Damansara,Surian,Kwasa Damansara → Surian,2.1,9.0,SBK[Kwasa Damansara > Surian],0,Direct journey,RM 2.10,9 min
Kwasa Damansara,Mutiara Damansara,Kwasa Damansara → Mutiara Damansara,2.6,11.0,SBK[Kwasa Damansara > Mutiara Damansara],0,Direct journey,RM 2.60,11 min
Kwasa Damansara,Bandar Utama,Kwasa Damansara → Bandar Utama,2.6,13.0,SBK[Kwasa Damansara > Bandar Utama],0,Direct journey,RM 2.60,13 min
Kwasa Damansara,TTDI,Kwasa Damansara → TTDI,3.0,16.0,SBK[Kwasa Damansara > TTDI],0,Direct journey,RM 3.00,16 min
Kwasa Damansara,Phileo Damansara,Kwasa Damansara → Phileo Damansara,3.2,19.0,SBK[Kwasa Damansara > Phileo Damansara],0,Direct journey,RM 3.20,19 min
Kwasa Damansara,Pusat Bandar Damansara,Kwasa Damansara → Pusat Bandar Damansara,3.3,22.0,SBK[Kwasa Damansara > Pusat Bandar Damansara],0,Direct journey,RM 3.30,22 min
Kwasa Damansara,Semantan,Kwasa Damansara → Semantan,3.5,24.0,SBK[Kwasa Damansara > Semantan],0,Direct journey,RM 3.50,24 min
Kwasa Damansara,Muzium Negara,Kwasa Damansara → Muzium Negara,3.4,29.0,SBK[Kwasa Damansara > Muzium Negara],0,Direct journey,RM 3.40,29 min
Kwasa Damansara,Pasar Seni (SBK),Kwasa Damansara → Pasar Seni (SBK),3.5,31.0,SBK[Kwasa Damansara > Pasar Seni (SBK)],0,Direct journey,RM 3.50,31 min
Kwasa Damansara,Merdeka,Kwasa Damansara → Merdeka,3.6,33.0,SBK[Kwasa Damansara > Merdeka],0,Direct journey,RM 3.60,33 min
Kwasa Damansara,Bukit Bintang,Kwasa Damansara → Bukit Bintang,3.7,35.0,SBK[Kwasa Damansara > Bukit Bintang],0,Direct journey,RM 3.70,35 min
Kwasa Damansara,Tun Razak Exchange (TRX),Kwasa Damansara → Tun Razak Exchange (TRX),3.2,38.0,SBK[Kwasa Damansara > Tun Razak Exchange (TRX)],0,Direct journey,RM 3.20,38 min
